grid_index,time_s
632,46.636667
633,46.710000
634,46.783333
635,46.856667
636,46.930000
637,47.001667
638,47.073333
639,47.145000
640,47.216667
641,47.288333
642,47.360000
643,47.433333
644,47.506667
645,47.580000
646,47.653333
647,47.726667
648,47.800000
649,47.871667
650,47.943333
651,48.015000
652,48.086667
653,48.158333
654,48.230000
655,48.301667
656,48.373333
657,48.445000
658,48.516667
659,48.588333
660,48.660000
661,48.733333
662,48.806667
663,48.880000
664,48.953333
665,49.026667
666,49.100000
667,49.171667
668,49.243333
669,49.315000
670,49.386667
671,49.458333
672,49.530000
673,49.600000
674,49.670000
675,49.740000
676,49.810000
677,49.880000
678,49.950000
679,50.021667
680,50.093333
681,50.165000
682,50.236667
683,50.308333
684,50.380000
685,50.453333
686,50.526667
687,50.600000
688,50.673333
689,50.746667
690,50.820000
691,50.895000
692,50.970000
693,51.045000
694,51.120000
695,51.195000
696,51.270000
697,51.343333
698,51.416667
699,51.490000
700,51.563333
701,51.636667
702,51.710000
703,51.781667
704,51.853333
705,51.925000
706,51.996667
707,52.068333
708,52.140000
709,52.210000
710,52.280000
711,52.350000
712,52.420000
713,52.490000
714,52.560000
715,52.635000
716,52.710000
717,52.785000
718,52.860000
719,52.935000
720,53.010000
721,53.083333
722,53.156667
723,53.230000
724,53.303333
725,53.376667
726,53.450000
727,53.521667
728,53.593333
729,53.665000
730,53.736667
731,53.808333
732,53.880000
733,53.953333
734,54.026667
735,54.100000
736,54.173333
737,54.246667
738,54.320000
739,54.391667
740,54.463333
741,54.535000
742,54.606667
743,54.678333
744,54.750000
745,54.823333
746,54.896667
747,54.970000
748,55.043333
749,55.116667
750,55.190000
751,55.261667
752,55.333333
753,55.405000
754,55.476667
755,55.548333
756,55.620000
757,55.691667
758,55.763333
759,55.835000
760,55.906667
761,55.978333
762,56.050000
763,56.123333
764,56.196667
765,56.270000
766,56.343333
767,56.416667
768,56.490000
769,56.561667
770,56.633333
771,56.705000
772,56.776667
773,56.848333
774,56.920000
775,56.993333
776,57.066667
777,57.140000
778,57.213333
779,57.286667
780,57.360000
781,57.431667
782,57.503333
783,57.575000
784,57.646667
785,57.718333
786,57.790000
787,57.863333
788,57.936667
789,58.010000
790,58.083333
791,58.156667
792,58.230000
793,58.301667
794,58.373333
795,58.445000
796,58.516667
797,58.588333
798,58.660000
799,58.733333
800,58.806667
801,58.880000
802,58.953333
803,59.026667
804,59.100000
805,59.171667
806,59.243333
807,59.315000
808,59.386667
809,59.458333
810,59.530000
811,59.603333
812,59.676667
813,59.750000
814,59.823333
815,59.896667
816,59.970000
817,60.041667
818,60.113333
819,60.185000
820,60.256667
821,60.328333
822,60.400000
823,60.473333
824,60.546667
825,60.620000
826,60.693333
827,60.766667
828,60.840000
829,60.911667
830,60.983333
831,61.055000
832,61.126667
833,61.198333
834,61.270000
835,61.343333
836,61.416667
837,61.490000
838,61.563333
839,61.636667
840,61.710000
841,61.781667
842,61.853333
843,61.925000
844,61.996667
845,62.068333
846,62.140000
847,62.213333
848,62.286667
849,62.360000
850,62.433333
851,62.506667
852,62.580000
853,62.651667
854,62.723333
855,62.795000
856,62.866667
857,62.938333
858,63.010000
859,63.081667
860,63.153333
861,63.225000
862,63.296667
863,63.368333
864,63.440000
865,63.513333
866,63.586667
867,63.660000
868,63.733333
869,63.806667
870,63.880000
871,63.951667
872,64.023333
873,64.095000
874,64.166667
875,64.238333
876,64.310000
877,64.383333
878,64.456667
879,64.530000
880,64.603333
881,64.676667
882,64.750000
883,64.823333
884,64.896667
885,64.970000
886,65.043333
887,65.116667
888,65.190000
889,65.261667
890,65.333333
891,65.405000
892,65.476667
893,65.548333
894,65.620000
895,65.693333
896,65.766667
897,65.840000
898,65.913333
899,65.986667
900,66.060000
901,66.131667
902,66.203333
903,66.275000
904,66.346667
905,66.418333
906,66.490000
907,66.563333
908,66.636667
909,66.710000
910,66.783333
911,66.856667
912,66.930000
913,67.001667
914,67.073333
915,67.145000
916,67.216667
917,67.288333
918,67.360000
919,67.433333
920,67.506667
921,67.580000
922,67.653333
923,67.726667
924,67.800000
925,67.871667
926,67.943333
927,68.015000
928,68.086667
929,68.158333
930,68.230000
931,68.301667
932,68.373333
933,68.445000
934,68.516667
935,68.588333
936,68.660000
937,68.733333
938,68.806667
939,68.880000
940,68.953333
941,69.026667
942,69.100000
943,69.171667
944,69.243333
945,69.315000
946,69.386667
947,69.458333
948,69.530000
949,69.603333
950,69.676667
951,69.750000
952,69.823333
953,69.896667
954,69.970000
955,70.038333
956,70.106667
957,70.175000
958,70.243333
959,70.311667
960,70.380000
961,70.456667
962,70.533333
963,70.610000
964,70.686667
965,70.763333
966,70.840000
967,70.911667
968,70.983333
969,71.055000
970,71.126667
971,71.198333
972,71.270000
973,71.343333
974,71.416667
975,71.490000
976,71.563333
977,71.636667
978,71.710000
979,71.781667
980,71.853333
981,71.925000
982,71.996667
983,72.068333
984,72.140000
985,72.211667
986,72.283333
987,72.355000
988,72.426667
989,72.498333
990,72.570000
991,72.643333
992,72.716667
993,72.790000
994,72.863333
995,72.936667
996,73.010000
997,73.083333
998,73.156667
999,73.230000
1000,73.303333
1001,73.376667
1002,73.450000
1003,73.521667
1004,73.593333
1005,73.665000
1006,73.736667
1007,73.808333
1008,73.880000
1009,73.953333
1010,74.026667
1011,74.100000
1012,74.173333
1013,74.246667
1014,74.320000
1015,74.391667
1016,74.463333
1017,74.535000
1018,74.606667
1019,74.678333
1020,74.750000
1021,74.823333
1022,74.896667
1023,74.970000
1024,75.043333
1025,75.116667
1026,75.190000
1027,75.261667
1028,75.333333
1029,75.405000
1030,75.476667
1031,75.548333
1032,75.620000
1033,75.693333
1034,75.766667
1035,75.840000
1036,75.913333
1037,75.986667
1038,76.060000
1039,76.131667
1040,76.203333
1041,76.275000
1042,76.346667
1043,76.418333
1044,76.490000
1045,76.561667
1046,76.633333
1047,76.705000
1048,76.776667
1049,76.848333
1050,76.920000
1051,76.993333
1052,77.066667
1053,77.140000
1054,77.213333
1055,77.286667
1056,77.360000
1057,77.431667
1058,77.503333
1059,77.575000
1060,77.646667
1061,77.718333
1062,77.790000
1063,77.863333
1064,77.936667
1065,78.010000
1066,78.083333
1067,78.156667
1068,78.230000
1069,78.301667
1070,78.373333
1071,78.445000
1072,78.516667
1073,78.588333
1074,78.660000
1075,78.733333
1076,78.806667
1077,78.880000
1078,78.953333
1079,79.026667
1080,79.100000
1081,79.173333
1082,79.246667
1083,79.320000
1084,79.393333
1085,79.466667
1086,79.540000
1087,79.616667
1088,79.693333
1089,79.770000
1090,79.846667
1091,79.923333
1092,80.000000
1093,80.068333
1094,80.136667
1095,80.205000
1096,80.273333
1097,80.341667
1098,80.410000
1099,80.483333
1100,80.556667
1101,80.630000
1102,80.703333
1103,80.776667
1104,80.850000
1105,80.921667
1106,80.993333
1107,81.065000
1108,81.136667
1109,81.208333
1110,81.280000
1111,81.351667
1112,81.423333
1113,81.495000
1114,81.566667
1115,81.638333
1116,81.710000
1117,81.780000
1118,81.850000
1119,81.920000
1120,81.990000
1121,82.060000
1122,82.130000
1123,82.205000
1124,82.280000
1125,82.355000
1126,82.430000
1127,82.505000
1128,82.580000
1129,82.651667
1130,82.723333
1131,82.795000
1132,82.866667
1133,82.938333
1134,83.010000
1135,83.083333
1136,83.156667
1137,83.230000
1138,83.303333
1139,83.376667
1140,83.450000
1141,83.521667
1142,83.593333
1143,83.665000
1144,83.736667
1145,83.808333
1146,83.880000
1147,83.953333
1148,84.026667
1149,84.100000
1150,84.173333
1151,84.246667
1152,84.320000
1153,84.393333
1154,84.466667
1155,84.540000
1156,84.613333
1157,84.686667
1158,84.760000
1159,84.831667
1160,84.903333
1161,84.975000
1162,85.046667
1163,85.118333
1164,85.190000
1165,85.261667
1166,85.333333
1167,85.405000
1168,85.476667
1169,85.548333
1170,85.620000
1171,85.693333
1172,85.766667
1173,85.840000
1174,85.913333
1175,85.986667
1176,86.060000
1177,86.131667
1178,86.203333
1179,86.275000
1180,86.346667
1181,86.418333
1182,86.490000
1183,86.563333
1184,86.636667
1185,86.710000
1186,86.783333
1187,86.856667
1188,86.930000
1189,87.001667
1190,87.073333
1191,87.145000
1192,87.216667
1193,87.288333
1194,87.360000
1195,87.431667
1196,87.503333
1197,87.575000
1198,87.646667
1199,87.718333
1200,87.790000
1201,87.863333
1202,87.936667
1203,88.010000
1204,88.083333
1205,88.156667
1206,88.230000
1207,88.303333
1208,88.376667
1209,88.450000
1210,88.523333
1211,88.596667
1212,88.670000
1213,88.741667
1214,88.813333
1215,88.885000
1216,88.956667
1217,89.028333
1218,89.100000
1219,89.173333
1220,89.246667
1221,89.320000
1222,89.393333
1223,89.466667
1224,89.540000
1225,89.611667
1226,89.683333
1227,89.755000
1228,89.826667
1229,89.898333
1230,89.970000
1231,90.043333
1232,90.116667
1233,90.190000
1234,90.263333
1235,90.336667
1236,90.410000
1237,90.481667
1238,90.553333
1239,90.625000
1240,90.696667
1241,90.768333
1242,90.840000
1243,90.913333
1244,90.986667
1245,91.060000
1246,91.133333
1247,91.206667
1248,91.280000
1249,91.353333
1250,91.426667
1251,91.500000
1252,91.573333
1253,91.646667
1254,91.720000
1255,91.791667
1256,91.863333
1257,91.935000
1258,92.006667
1259,92.078333
1260,92.150000
1261,92.221667
1262,92.293333
1263,92.365000
1264,92.436667
1265,92.508333
1266,92.580000
1267,92.651667
1268,92.723333
1269,92.795000
1270,92.866667
1271,92.938333
1272,93.010000
1273,93.083333
1274,93.156667
1275,93.230000
1276,93.303333
1277,93.376667
1278,93.450000
1279,93.523333
1280,93.596667
1281,93.670000
1282,93.743333
1283,93.816667
1284,93.890000
1285,93.961667
1286,94.033333
1287,94.105000
1288,94.176667
1289,94.248333
1290,94.320000
1291,94.391667
1292,94.463333
1293,94.535000
1294,94.606667
1295,94.678333
1296,94.750000
1297,94.823333
1298,94.896667
1299,94.970000
1300,95.043333
1301,95.116667
1302,95.190000
1303,95.263333
1304,95.336667
1305,95.410000
1306,95.483333
1307,95.556667
1308,95.630000
1309,95.701667
1310,95.773333
1311,95.845000
1312,95.916667
1313,95.988333
1314,96.060000
1315,96.131667
1316,96.203333
1317,96.275000
1318,96.346667
1319,96.418333
1320,96.490000
1321,96.563333
1322,96.636667
1323,96.710000
1324,96.783333
1325,96.856667
1326,96.930000
1327,97.003333
1328,97.076667
1329,97.150000
1330,97.223333
1331,97.296667
1332,97.370000
1333,97.441667
1334,97.513333
1335,97.585000
1336,97.656667
1337,97.728333
1338,97.800000
1339,97.873333
1340,97.946667
1341,98.020000
1342,98.093333
1343,98.166667
1344,98.240000
1345,98.310000
1346,98.380000
1347,98.450000
1348,98.520000
1349,98.590000
1350,98.660000
1351,98.733333
1352,98.806667
1353,98.880000
1354,98.953333
1355,99.026667
1356,99.100000
1357,99.171667
1358,99.243333
1359,99.315000
1360,99.386667
1361,99.458333
1362,99.530000
1363,99.603333
1364,99.676667
1365,99.750000
1366,99.823333
1367,99.896667
1368,99.970000
1369,100.043333
1370,100.116667
1371,100.190000
1372,100.263333
1373,100.336667
1374,100.410000
1375,100.481667
1376,100.553333
1377,100.625000
1378,100.696667
1379,100.768333
1380,100.840000
1381,100.913333
1382,100.986667
1383,101.060000
1384,101.133333
1385,101.206667
1386,101.280000
1387,101.351667
1388,101.423333
1389,101.495000
1390,101.566667
1391,101.638333
1392,101.710000
1393,101.781667
1394,101.853333
1395,101.925000
1396,101.996667
1397,102.068333
1398,102.140000
1399,102.213333
1400,102.286667
1401,102.360000
1402,102.433333
1403,102.506667
1404,102.580000
1405,102.653333
1406,102.726667
1407,102.800000
1408,102.873333
1409,102.946667
1410,103.020000
1411,103.091667
1412,103.163333
1413,103.235000
1414,103.306667
1415,103.378333
1416,103.450000
1417,103.523333
1418,103.596667
1419,103.670000
1420,103.743333
1421,103.816667
1422,103.890000
1423,103.961667
1424,104.033333
1425,104.105000
1426,104.176667
1427,104.248333
1428,104.320000
1429,104.393333
1430,104.466667
1431,104.540000
1432,104.613333
1433,104.686667
1434,104.760000
1435,104.831667
1436,104.903333
1437,104.975000
1438,105.046667
1439,105.118333
1440,105.190000
1441,105.263333
1442,105.336667
1443,105.410000
1444,105.483333
1445,105.556667
1446,105.630000
1447,105.701667
1448,105.773333
1449,105.845000
1450,105.916667
1451,105.988333
1452,106.060000
1453,106.131667
1454,106.203333
1455,106.275000
1456,106.346667
1457,106.418333
1458,106.490000
1459,106.563333
1460,106.636667
1461,106.710000
1462,106.783333
1463,106.856667
1464,106.930000
1465,107.001667
1466,107.073333
1467,107.145000
1468,107.216667
1469,107.288333
1470,107.360000
1471,107.433333
1472,107.506667
1473,107.580000
1474,107.653333
1475,107.726667
1476,107.800000
1477,107.871667
1478,107.943333
1479,108.015000
1480,108.086667
1481,108.158333
1482,108.230000
1483,108.303333
1484,108.376667
1485,108.450000
1486,108.523333
1487,108.596667
1488,108.670000
1489,108.741667
1490,108.813333
1491,108.885000
1492,108.956667
1493,109.028333
1494,109.100000
1495,109.173333
1496,109.246667
1497,109.320000
1498,109.393333
1499,109.466667
1500,109.540000
1501,109.611667
1502,109.683333
1503,109.755000
1504,109.826667
1505,109.898333
1506,109.970000
1507,110.043333
1508,110.116667
1509,110.190000
1510,110.263333
1511,110.336667
1512,110.410000
1513,110.481667
1514,110.553333
1515,110.625000
1516,110.696667
1517,110.768333
1518,110.840000
1519,110.913333
1520,110.986667
1521,111.060000
1522,111.133333
1523,111.206667
1524,111.280000
1525,111.353333
1526,111.426667
1527,111.500000
1528,111.573333
1529,111.646667
1530,111.720000
1531,111.791667
1532,111.863333
1533,111.935000
1534,112.006667
1535,112.078333
1536,112.150000
1537,112.223333
1538,112.296667
1539,112.370000
1540,112.443333
1541,112.516667
1542,112.590000
1543,112.661667
1544,112.733333
1545,112.805000
1546,112.876667
1547,112.948333
1548,113.020000
1549,113.093333
1550,113.166667
1551,113.240000
1552,113.313333
1553,113.386667
1554,113.460000
1555,113.530000
1556,113.600000
1557,113.670000
1558,113.740000
1559,113.810000
1560,113.880000
1561,113.953333
1562,114.026667
1563,114.100000
1564,114.173333
1565,114.246667
1566,114.320000
1567,114.393333
1568,114.466667
1569,114.540000
1570,114.613333
1571,114.686667
1572,114.760000
1573,114.831667
1574,114.903333
1575,114.975000
1576,115.046667
1577,115.118333
1578,115.190000
1579,115.263333
1580,115.336667
1581,115.410000
1582,115.483333
1583,115.556667
1584,115.630000
1585,115.703333
1586,115.776667
1587,115.850000
1588,115.923333
1589,115.996667
1590,116.070000
1591,116.141667
1592,116.213333
1593,116.285000
1594,116.356667
1595,116.428333
1596,116.500000
1597,116.573333
1598,116.646667
1599,116.720000
1600,116.793333
1601,116.866667
1602,116.940000
1603,117.011667
1604,117.083333
1605,117.155000
1606,117.226667
1607,117.298333
1608,117.370000
1609,117.441667
1610,117.513333
1611,117.585000
1612,117.656667
1613,117.728333
1614,117.800000
1615,117.873333
1616,117.946667
1617,118.020000
1618,118.093333
1619,118.166667
1620,118.240000
1621,118.311667
1622,118.383333
1623,118.455000
1624,118.526667
1625,118.598333
1626,118.670000
1627,118.741667
1628,118.813333
1629,118.885000
1630,118.956667
1631,119.028333
1632,119.100000
1633,119.173333
1634,119.246667
1635,119.320000
1636,119.393333
1637,119.466667
1638,119.540000
1639,119.611667
1640,119.683333
1641,119.755000
1642,119.826667
1643,119.898333
1644,119.970000
1645,120.043333
1646,120.116667
1647,120.190000
1648,120.263333
1649,120.336667
1650,120.410000
1651,120.481667
1652,120.553333
1653,120.625000
1654,120.696667
1655,120.768333
1656,120.840000
1657,120.911667
1658,120.983333
1659,121.055000
1660,121.126667
1661,121.198333
1662,121.270000
1663,121.343333
1664,121.416667
1665,121.490000
1666,121.563333
1667,121.636667
1668,121.710000
1669,121.781667
1670,121.853333
1671,121.925000
1672,121.996667
1673,122.068333
1674,122.140000
1675,122.213333
1676,122.286667
1677,122.360000
1678,122.433333
1679,122.506667
1680,122.580000
1681,122.651667
1682,122.723333
1683,122.795000
1684,122.866667
1685,122.938333
1686,123.010000
1687,123.085000
1688,123.160000
1689,123.235000
1690,123.310000
1691,123.385000
1692,123.460000
1693,123.533333
1694,123.606667
1695,123.680000
1696,123.753333
1697,123.826667
1698,123.900000
1699,123.970000
1700,124.040000
1701,124.110000
1702,124.180000
1703,124.250000
1704,124.320000
1705,124.393333
1706,124.466667
1707,124.540000
1708,124.613333
1709,124.686667
1710,124.760000
1711,124.831667
1712,124.903333
1713,124.975000
1714,125.046667
1715,125.118333
1716,125.190000
1717,125.261667
1718,125.333333
1719,125.405000
1720,125.476667
1721,125.548333
1722,125.620000
1723,125.695000
1724,125.770000
1725,125.845000
1726,125.920000
1727,125.995000
1728,126.070000
1729,126.141667
1730,126.213333
1731,126.285000
1732,126.356667
1733,126.428333
1734,126.500000
1735,126.571667
1736,126.643333
1737,126.715000
1738,126.786667
1739,126.858333
1740,126.930000
1741,127.003333
1742,127.076667
1743,127.150000
1744,127.223333
1745,127.296667
1746,127.370000
1747,127.441667
1748,127.513333
1749,127.585000
1750,127.656667
1751,127.728333
1752,127.800000
1753,127.873333
1754,127.946667
1755,128.020000
1756,128.093333
1757,128.166667
1758,128.240000
1759,128.311667
1760,128.383333
1761,128.455000
1762,128.526667
1763,128.598333
1764,128.670000
1765,128.743333
1766,128.816667
1767,128.890000
1768,128.963333
1769,129.036667
1770,129.110000
1771,129.181667
1772,129.253333
1773,129.325000
1774,129.396667
1775,129.468333
1776,129.540000
1777,129.611667
1778,129.683333
1779,129.755000
1780,129.826667
1781,129.898333
1782,129.970000
1783,130.043333
1784,130.116667
1785,130.190000
1786,130.263333
1787,130.336667
1788,130.410000
1789,130.481667
1790,130.553333
1791,130.625000
1792,130.696667
1793,130.768333
1794,130.840000
1795,130.913333
1796,130.986667
1797,131.060000
1798,131.133333
1799,131.206667
1800,131.280000
1801,131.353333
1802,131.426667
1803,131.500000
1804,131.573333
1805,131.646667
1806,131.720000
1807,131.791667
1808,131.863333
1809,131.935000
1810,132.006667
1811,132.078333
1812,132.150000
1813,132.221667
1814,132.293333
1815,132.365000
1816,132.436667
1817,132.508333
1818,132.580000
1819,132.655000
1820,132.730000
1821,132.805000
1822,132.880000
1823,132.955000
1824,133.030000
1825,133.100000
1826,133.170000
1827,133.240000
1828,133.310000
1829,133.380000
1830,133.450000
1831,133.523333
1832,133.596667
1833,133.670000
1834,133.743333
1835,133.816667
1836,133.890000
1837,133.963333
1838,134.036667
1839,134.110000
1840,134.183333
1841,134.256667
1842,134.330000
1843,134.401667
1844,134.473333
1845,134.545000
1846,134.616667
1847,134.688333
1848,134.760000
1849,134.831667
1850,134.903333
1851,134.975000
1852,135.046667
1853,135.118333
1854,135.190000
1855,135.263333
1856,135.336667
1857,135.410000
1858,135.483333
1859,135.556667
1860,135.630000
1861,135.701667
1862,135.773333
1863,135.845000
1864,135.916667
1865,135.988333
1866,136.060000
1867,136.133333
1868,136.206667
1869,136.280000
1870,136.353333
1871,136.426667
