onset_s,offset_s,pitch,strength_0_1,dur_ms
83.808333,84.026667,62,0.614,218.3
84.026667,84.975000,60,0.575,948.3
84.903333,86.418333,62,0.646,1515.0
86.060000,86.275000,50,0.323,215.0
86.131667,87.145000,38,0.480,1013.3
86.203333,88.741667,26,0.559,2538.3
86.636667,86.856667,62,0.323,220.0
87.001667,87.288333,50,0.354,286.7
87.503333,87.718333,50,0.370,215.0
87.863333,88.450000,50,0.362,586.7
87.863333,88.156667,62,0.346,293.3
89.683333,89.826667,62,0.394,143.3
89.755000,89.898333,29,0.346,143.3
89.755000,91.646667,34,0.457,1891.7
90.263333,90.553333,69,0.496,290.0
90.696667,90.913333,50,0.323,216.7
90.840000,90.986667,62,0.606,146.7
90.913333,91.206667,22,0.315,293.3
90.986667,91.206667,50,0.252,220.0
91.280000,91.500000,53,0.283,220.0
91.426667,91.863333,60,0.457,436.7
91.720000,91.935000,41,0.339,215.0
91.791667,92.078333,34,0.370,286.7
91.863333,92.078333,62,0.323,215.0
92.221667,92.795000,62,0.591,573.3
92.293333,92.651667,74,0.433,358.3
93.010000,94.033333,57,0.559,1023.3
93.156667,95.988333,26,0.559,2831.7
93.156667,94.033333,38,0.591,876.7
94.105000,94.606667,50,0.331,501.7
94.391667,94.535000,57,0.362,143.3
94.970000,95.410000,50,0.402,440.0
95.773333,95.988333,50,0.276,215.0
95.845000,96.060000,60,0.598,215.0
95.916667,96.490000,62,0.551,573.3
96.060000,96.418333,50,0.362,358.3
96.563333,96.930000,50,0.425,366.7
96.636667,96.930000,65,0.535,293.3
96.636667,99.458333,26,0.606,2821.7
96.710000,97.150000,38,0.425,440.0
97.076667,97.296667,69,0.496,220.0
97.873333,98.020000,50,0.441,146.7
97.873333,98.020000,65,0.457,146.7
98.380000,99.026667,50,0.441,646.7
98.380000,98.520000,72,0.559,140.0
98.660000,98.880000,70,0.551,220.0
98.880000,99.100000,69,0.559,220.0
99.100000,99.243333,70,0.488,143.3
99.315000,101.638333,81,0.480,2323.3
99.315000,101.710000,69,0.504,2395.0
99.315000,100.696667,50,0.449,1381.7
99.315000,99.530000,62,0.307,215.0
99.750000,100.190000,62,0.346,440.0
99.750000,99.970000,53,0.417,220.0
100.116667,102.946667,26,0.598,2830.0
100.116667,100.986667,38,0.386,870.0
100.481667,100.625000,62,0.339,143.3
100.986667,101.133333,50,0.331,146.7
101.280000,101.853333,50,0.346,573.3
102.068333,102.360000,50,0.425,291.7
102.140000,102.433333,81,0.378,293.3
102.360000,102.506667,69,0.449,146.7
102.873333,103.091667,62,0.362,218.3
103.523333,103.890000,62,0.606,366.7
103.596667,103.816667,41,0.370,220.0
103.670000,105.410000,34,0.520,1740.0
103.816667,104.105000,69,0.323,288.3
103.961667,104.248333,50,0.378,286.7
104.320000,104.466667,69,0.559,146.7
104.613333,105.190000,50,0.339,576.7
104.760000,104.975000,22,0.394,215.0
104.760000,104.975000,62,0.622,215.0
104.975000,105.773333,60,0.606,798.3
105.046667,105.190000,69,0.394,143.3
105.410000,105.701667,53,0.354,291.7
105.630000,105.916667,34,0.449,286.7
105.773333,105.988333,62,0.591,215.0
106.131667,106.783333,62,0.449,651.7
107.073333,109.755000,26,0.551,2681.7
107.073333,107.216667,38,0.409,143.3
107.360000,107.653333,50,0.354,293.3
108.086667,108.230000,62,0.441,143.3
108.230000,108.450000,50,0.354,220.0
108.376667,108.596667,62,0.323,220.0
108.670000,109.173333,50,0.409,503.3
110.553333,113.670000,34,0.654,3116.7
111.426667,111.720000,46,0.315,293.3
111.863333,112.296667,65,0.630,433.3
112.296667,112.516667,67,0.488,220.0
112.296667,112.443333,79,0.354,146.7
112.590000,113.093333,67,0.449,503.3
113.166667,113.670000,69,0.669,503.3
113.166667,113.313333,53,0.386,146.7
113.953333,115.118333,31,0.669,1165.0
114.540000,114.686667,65,0.394,146.7
114.903333,115.410000,43,0.496,506.7
114.975000,115.483333,65,0.591,508.3
115.190000,115.336667,50,0.370,146.7
115.336667,115.703333,31,0.512,366.7
115.703333,115.996667,43,0.488,293.3
115.850000,116.285000,67,0.496,435.0
115.850000,116.070000,33,0.315,220.0
115.923333,116.428333,55,0.346,505.0
116.141667,116.940000,31,0.614,798.3
116.285000,116.428333,43,0.512,143.3
116.573333,117.083333,55,0.394,510.0
116.646667,117.226667,50,0.465,580.0
116.646667,120.768333,69,0.630,4121.7
117.011667,117.226667,43,0.315,215.0
117.370000,119.028333,50,0.614,1658.3
117.513333,117.656667,57,0.268,143.3
117.800000,118.166667,57,0.339,366.7
117.873333,118.383333,38,0.472,510.0
118.240000,118.526667,41,0.299,286.7
118.383333,119.028333,57,0.465,645.0
118.455000,118.813333,31,0.307,358.3
118.598333,118.813333,40,0.283,215.0
118.741667,118.956667,38,0.465,215.0
118.885000,119.683333,62,0.386,798.3
118.956667,119.100000,45,0.307,143.3
119.100000,119.970000,57,0.488,870.0
119.540000,119.755000,41,0.339,215.0
119.540000,119.898333,50,0.394,358.3
119.540000,119.898333,45,0.323,358.3
119.683333,119.898333,38,0.409,215.0
119.970000,120.116667,45,0.268,146.7
120.043333,120.263333,50,0.354,220.0
120.116667,120.410000,65,0.370,293.3
120.263333,120.481667,57,0.402,218.3
120.410000,120.625000,62,0.386,215.0
120.481667,120.696667,50,0.417,215.0
120.553333,120.696667,38,0.480,143.3
120.625000,121.198333,57,0.441,573.3
120.840000,121.636667,50,0.378,796.7
120.840000,120.983333,45,0.291,143.3
120.911667,121.198333,38,0.370,286.7
120.983333,121.490000,86,0.425,506.7
121.055000,122.580000,62,0.370,1525.0
121.270000,122.068333,38,0.386,798.3
121.343333,122.580000,74,0.433,1236.7
121.636667,121.996667,86,0.331,360.0
121.710000,121.996667,28,0.339,286.7
122.213333,123.160000,38,0.386,946.7
122.580000,123.310000,33,0.441,730.0
122.651667,122.795000,57,0.417,143.3
122.723333,122.866667,30,0.331,143.3
123.010000,123.310000,30,0.339,300.0
123.460000,123.680000,72,0.528,220.0
123.753333,124.180000,74,0.606,426.7
124.540000,124.903333,74,0.465,363.3
124.686667,124.831667,26,0.457,145.0
125.118333,125.995000,26,0.543,876.7
125.695000,125.995000,50,0.370,300.0
126.070000,126.428333,34,0.551,358.3
126.141667,126.356667,53,0.370,215.0
126.428333,126.643333,77,0.346,215.0
126.571667,126.930000,65,0.323,358.3
126.715000,126.858333,53,0.394,143.3
126.786667,127.728333,34,0.677,941.7
127.370000,129.181667,76,0.638,1811.7
127.946667,128.383333,36,0.591,436.7
128.670000,129.253333,36,0.614,583.3
129.540000,129.683333,36,0.488,143.3
129.540000,130.336667,76,0.362,796.7
130.043333,130.553333,36,0.701,510.0
130.263333,130.625000,72,0.614,361.7
130.768333,131.060000,36,0.614,291.7
131.426667,131.791667,26,0.535,365.0
131.500000,131.720000,62,0.402,220.0
131.500000,131.863333,74,0.409,363.3
131.573333,131.791667,50,0.362,218.3
132.078333,132.880000,26,0.614,801.7
132.655000,132.955000,74,0.386,300.0
133.100000,133.380000,34,0.661,280.0
133.240000,134.036667,77,0.409,796.7
133.596667,134.036667,53,0.331,440.0
133.596667,134.688333,34,0.701,1091.7
134.110000,134.545000,76,0.551,435.0
134.688333,136.353333,76,0.606,1665.0
134.831667,135.118333,69,0.441,286.7
134.903333,135.336667,36,0.677,433.3
135.483333,136.206667,36,0.661,723.3
136.426667,136.643333,36,0.646,216.7
137.003333,137.513333,36,0.575,510.0
137.441667,137.728333,72,0.362,286.7
137.728333,137.943333,36,0.504,215.0
138.230000,138.890000,74,0.575,660.0
138.376667,138.816667,34,0.496,440.0
139.036667,139.980000,34,0.583,943.3
139.110000,139.540000,81,0.488,430.0
139.253333,139.468333,62,0.331,215.0
139.613333,139.833333,74,0.472,220.0
139.686667,139.906667,81,0.354,220.0
139.906667,140.338333,31,0.551,431.7
140.123333,140.481667,74,0.512,358.3
140.553333,141.638333,31,0.685,1085.0
140.768333,141.280000,82,0.512,511.7
141.280000,142.150000,81,0.480,870.0
141.856667,142.221667,26,0.528,365.0
142.003333,142.150000,62,0.441,146.7
142.221667,142.726667,69,0.567,505.0
142.726667,143.091667,26,0.543,365.0
