onset_s,offset_s,pitch,strength_0_1,dur_ms
87.526061,87.688600,50,0.370,162.5
87.885970,88.431639,50,0.362,545.7
87.885970,88.141390,62,0.346,255.4
89.698410,89.860950,62,0.394,162.5
89.733240,89.872560,29,0.346,139.3
89.756460,91.626951,34,0.457,1870.5
90.023490,90.778138,34,0.457,754.6
90.255689,90.569159,69,0.496,313.5
90.429839,90.569159,69,0.496,139.3
90.708478,90.905848,50,0.323,197.4
90.778138,91.626951,34,0.449,848.8
90.847798,90.987118,62,0.606,139.3
90.905848,91.172878,22,0.315,267.0
91.010338,91.184488,50,0.252,174.1
91.277367,91.487631,53,0.283,210.3
91.406361,91.859150,60,0.457,452.8
91.743050,91.928810,41,0.339,185.8
91.789490,92.056520,34,0.370,267.0
91.847540,92.079740,62,0.323,232.2
92.230669,92.822778,62,0.591,592.1
92.265499,92.625409,74,0.433,359.9
93.020148,94.054720,57,0.559,1034.6
93.182688,95.983260,26,0.559,2800.6
93.182688,94.043110,38,0.591,860.4
93.333617,93.520661,57,0.559,187.0
93.474221,94.043110,38,0.394,568.9
93.520661,93.706420,57,0.488,185.8
93.706420,94.054720,57,0.520,348.3
94.077940,94.600389,50,0.331,522.4
94.275309,94.600389,50,0.331,325.1
94.414629,94.553949,57,0.362,139.3
94.948688,95.402761,50,0.402,454.1
95.308597,95.983260,26,0.480,674.7
95.774280,95.971650,50,0.276,197.4
95.832330,96.064530,60,0.598,232.2
95.901990,96.459269,62,0.551,557.3
96.064530,96.412829,50,0.362,348.3
96.076140,96.250289,62,0.551,174.1
96.250289,96.412829,50,0.362,162.5
96.250289,96.459269,62,0.472,209.0
96.552149,96.900448,50,0.425,348.3
96.621809,96.946888,65,0.535,325.1
96.645029,99.492041,26,0.606,2847.0
96.691468,97.167478,38,0.425,476.0
97.086208,97.260357,69,0.496,174.1
97.853750,98.004680,50,0.441,150.9
97.853750,98.016290,65,0.457,162.5
98.364589,99.049578,50,0.441,685.0
98.376199,98.550349,72,0.559,174.1
98.689668,98.863818,70,0.551,174.1
98.875428,99.096018,69,0.559,220.6
99.107628,99.270167,70,0.488,162.5
99.281777,101.664390,81,0.480,2382.6
99.293387,101.699220,69,0.504,2405.8
99.304997,100.722698,50,0.449,1417.7
99.341111,99.526871,62,0.307,185.8
99.747460,100.165420,62,0.346,418.0
99.770680,99.944830,53,0.417,174.1
100.107370,102.976318,26,0.598,2868.9
100.142200,101.012948,38,0.386,870.7
100.478889,100.618209,62,0.339,139.3
100.862018,101.664390,81,0.480,802.4
100.978118,101.117438,50,0.331,139.3
101.256757,101.838540,50,0.346,581.8
102.047520,102.326159,50,0.425,278.6
102.163620,102.442259,81,0.378,278.6
102.360989,102.523529,69,0.449,162.5
102.848608,103.080808,62,0.362,232.2
103.523271,103.883180,62,0.606,359.9
103.569711,103.790300,41,0.370,220.6
103.650980,105.440201,34,0.520,1789.2
103.662590,103.883180,62,0.606,220.6
103.801910,104.092160,69,0.323,290.2
103.952840,104.266309,50,0.378,313.5
104.347579,104.486899,69,0.559,139.3
104.614609,105.171888,50,0.339,557.3
104.765538,104.962908,22,0.394,197.4
104.788758,104.974518,62,0.622,185.8
104.974518,105.776890,60,0.606,802.4
105.020958,105.195107,69,0.394,174.1
105.241547,105.486641,60,0.559,245.1
105.416981,105.672400,53,0.354,255.4
105.486641,105.776890,60,0.402,290.2
105.625961,105.927820,34,0.449,301.9
105.800110,105.962650,62,0.591,162.5
106.101970,106.775348,62,0.449,673.4
107.088818,109.738460,26,0.551,2649.6
107.088818,107.228137,38,0.409,139.3
107.357131,107.635771,50,0.354,278.6
108.053730,108.216269,62,0.441,162.5
108.216269,108.460079,50,0.354,243.8
108.390419,108.622619,62,0.323,232.2
108.703888,109.191507,50,0.409,487.6
108.854818,109.191507,50,0.402,336.7
110.574379,113.665200,34,0.654,3090.8
110.725308,111.458021,34,0.583,732.7
111.399971,111.713440,46,0.315,313.5
111.458021,112.560969,34,0.654,1102.9
111.852760,112.282329,65,0.630,429.6
112.143010,112.282329,65,0.630,139.3
112.282329,112.502919,67,0.488,220.6
112.293939,112.444869,79,0.354,150.9
112.560969,112.804778,34,0.535,243.8
112.584189,113.095028,67,0.449,510.8
112.804778,113.665200,34,0.606,860.4
112.839608,113.095028,67,0.378,255.4
113.164688,113.665200,69,0.669,500.5
113.199517,113.340121,53,0.386,140.6
113.978670,115.116448,31,0.669,1137.8
114.535949,114.675268,65,0.394,139.3
114.930688,115.396371,43,0.496,465.7
114.942298,115.489251,65,0.591,547.0
115.116448,115.257051,65,0.591,140.6
115.174498,115.338321,50,0.370,163.8
115.197717,115.396371,43,0.480,198.7
115.257051,115.489251,65,0.559,232.2
115.315101,115.698230,31,0.512,383.1
115.675010,116.000090,43,0.488,325.1
115.849160,116.278729,67,0.496,429.6
115.860770,116.000090,43,0.488,139.3
115.872380,116.104580,33,0.315,232.2
115.907210,116.394829,55,0.346,487.6
116.081360,116.278729,67,0.496,197.4
116.151020,116.940498,31,0.614,789.5
116.267119,116.441269,43,0.512,174.1
116.348389,116.940498,31,0.614,592.1
116.557369,117.056598,55,0.394,499.2
116.627029,117.243641,50,0.465,616.6
116.638639,120.739528,69,0.630,4100.9
116.731518,117.056598,55,0.394,325.1
116.998548,117.255251,43,0.315,256.7
117.359741,119.054798,50,0.614,1695.1
117.499061,117.673210,57,0.268,174.1
117.568721,117.800920,50,0.583,232.2
117.800920,118.242099,50,0.614,441.2
117.824140,118.172439,57,0.339,348.3
117.847360,118.369809,38,0.472,522.4
118.114390,118.369809,38,0.323,255.4
118.218879,118.520739,41,0.299,301.9
118.242099,118.451079,50,0.551,209.0
118.358199,119.054798,57,0.465,696.6
118.358199,118.903868,69,0.591,545.7
118.451079,118.660059,50,0.575,209.0
118.462689,118.799378,31,0.307,336.7
118.625229,118.834208,40,0.283,209.0
118.660059,119.054798,50,0.496,394.7
118.671668,118.903868,57,0.457,232.2
118.752938,118.950308,38,0.465,197.4
118.892258,119.694630,62,0.386,802.4
118.903868,119.054798,57,0.465,150.9
118.903868,119.112848,69,0.543,209.0
118.938698,119.136068,45,0.307,197.4
119.101238,119.961660,57,0.488,860.4
119.112848,119.311501,69,0.630,198.7
119.195401,119.532091,62,0.362,336.7
119.311501,119.532091,57,0.488,220.6
119.311501,119.520481,69,0.583,209.0
119.520481,119.741070,41,0.339,220.6
119.520481,120.739528,69,0.528,1219.0
119.532091,119.903610,50,0.394,371.5
119.532091,119.961660,57,0.480,429.6
119.532091,119.694630,62,0.386,162.5
119.543701,119.880390,45,0.323,336.7
119.683020,119.868780,38,0.409,185.8
119.973270,120.135810,45,0.268,162.5
120.054540,120.298349,50,0.354,243.8
120.147420,120.426059,65,0.370,278.6
120.263519,120.460889,57,0.402,197.4
120.426059,120.611819,62,0.386,185.8
120.460889,120.727918,50,0.417,267.0
120.576989,120.727918,38,0.480,150.9
120.658259,121.169098,57,0.441,510.8
120.820798,121.611561,50,0.378,790.8
120.820798,121.169098,57,0.441,348.3
120.832408,120.971728,45,0.291,139.3
120.936898,121.169098,38,0.370,232.2
121.018168,121.483851,86,0.425,465.7
121.052998,121.611561,50,0.378,558.6
121.052998,122.551969,62,0.370,1499.0
121.251651,122.041130,38,0.386,789.5
121.379361,122.551969,74,0.433,1172.6
121.623171,121.983080,86,0.331,359.9
121.739270,122.017910,28,0.339,278.6
121.913420,122.551969,62,0.370,638.5
122.238499,123.180191,38,0.386,941.7
122.551969,123.284681,33,0.441,732.7
122.668068,122.969928,38,0.386,301.9
122.668068,122.807388,57,0.417,139.3
122.702898,122.842218,30,0.331,139.3
122.772558,123.016368,33,0.441,243.8
122.993148,123.180191,38,0.315,187.0
123.016368,123.284681,30,0.339,268.3
123.016368,123.284681,33,0.378,268.3
123.482051,123.644590,72,0.528,162.5
123.725860,124.178649,74,0.606,452.8
124.538559,124.886858,74,0.465,348.3
124.654659,124.863638,26,0.457,209.0
125.142278,126.014310,26,0.543,872.0
125.712450,125.967870,50,0.370,255.4
126.049140,126.432269,34,0.551,383.1
126.107190,126.350999,53,0.370,243.8
126.409049,126.676078,77,0.346,267.0
126.536759,126.896668,65,0.323,359.9
126.710908,126.861838,53,0.394,150.9
126.768958,127.710650,34,0.677,941.7
127.385571,129.186401,76,0.638,1800.8
127.919630,128.349199,36,0.591,429.6
128.035730,128.256319,76,0.638,220.6
128.256319,129.186401,76,0.583,930.1
128.662668,129.232841,36,0.614,570.2
128.801988,129.232841,36,0.614,430.9
129.523091,129.685630,36,0.488,162.5
129.557921,130.370619,76,0.362,812.7
130.068760,130.567989,36,0.701,499.2
130.242909,130.591209,72,0.614,348.3
130.254519,130.393839,36,0.701,139.3
130.393839,130.567989,36,0.488,174.1
130.417059,130.591209,72,0.496,174.1
130.776968,131.043998,36,0.614,267.0
131.451631,131.823150,26,0.535,371.5
131.474851,131.695440,62,0.402,220.6
131.474851,131.846370,74,0.409,371.5
131.602561,131.776710,50,0.362,174.1
132.113400,132.902878,26,0.614,789.5
132.624239,132.949318,74,0.386,325.1
133.100248,133.368561,34,0.661,268.3
133.229241,134.007110,77,0.409,777.9
133.589151,134.030330,53,0.331,441.2
133.600761,134.680488,34,0.701,1079.7
134.146429,134.517949,76,0.551,371.5
134.378629,134.517949,76,0.551,139.3
134.657268,136.365219,76,0.606,1708.0
134.796588,135.086838,69,0.441,290.2
134.935908,135.320321,36,0.677,384.4
134.982348,135.645400,76,0.606,663.1
135.517691,136.225899,36,0.661,708.2
135.645400,135.889210,76,0.528,243.8
135.889210,136.365219,76,0.606,476.0
136.458099,136.667078,36,0.646,209.0
137.026988,137.515891,36,0.575,488.9
137.469451,137.701650,72,0.362,232.2
137.713260,137.957070,36,0.504,243.8
138.247319,138.920698,74,0.575,673.4
138.375029,138.792988,34,0.496,418.0
138.409859,138.642059,74,0.472,232.2
138.642059,138.920698,74,0.575,278.6
139.025188,140.013320,34,0.583,988.1
139.107741,139.514091,81,0.488,406.3
139.270281,139.444431,62,0.331,174.1
139.595361,139.850780,74,0.472,255.4
139.711460,139.897220,81,0.354,185.8
139.769510,140.013320,34,0.559,243.8
139.932050,140.361619,31,0.551,429.6
140.094590,140.477719,74,0.512,383.1
140.547379,141.640000,31,0.685,1092.6
140.802798,141.303311,82,0.512,500.5
141.303311,142.127620,81,0.480,824.3
141.872200,142.232109,26,0.528,359.9
141.918640,142.127620,81,0.472,209.0
141.976690,142.150839,62,0.441,174.1
142.220499,142.708118,69,0.567,487.6
142.487529,142.708118,69,0.354,220.6
142.696508,143.092532,26,0.543,396.0
142.951928,143.858790,69,0.417,906.9
143.545321,143.800740,81,0.362,255.4
144.125820,144.276749,26,0.346,150.9
144.892078,145.148781,81,0.394,256.7
145.032682,145.868600,74,0.543,835.9
145.183611,145.427421,74,0.339,243.8
145.427421,145.682840,74,0.512,255.4
145.473861,145.729280,34,0.535,255.4
145.682840,145.868600,74,0.496,185.8
146.007920,146.437489,81,0.441,429.6
146.042750,146.913498,34,0.701,870.7
146.182069,146.913498,34,0.701,731.4
146.530369,147.541721,74,0.567,1011.4
146.634859,146.809008,53,0.378,174.1
146.948328,147.309521,31,0.622,361.2
147.042492,147.367571,74,0.567,325.1
147.367571,147.541721,74,0.488,174.1
147.506891,148.563399,31,0.724,1056.5
147.715870,148.249929,82,0.543,534.1
148.249929,148.994252,81,0.504,744.3
148.389249,148.865258,74,0.315,476.0
148.853648,149.214841,26,0.535,361.2
148.994252,149.203231,62,0.323,209.0
149.121961,149.516701,69,0.583,394.7
149.458651,150.039150,26,0.583,580.5
149.818560,151.120161,69,0.488,1301.6
150.608039,150.980842,69,0.433,372.8
150.944728,151.224651,62,0.323,279.9
150.980842,151.120161,69,0.488,139.3
151.305921,151.456851,81,0.291,150.9
151.607780,151.793540,62,0.362,185.8
152.339209,152.664288,62,0.394,325.1
152.362429,152.745558,74,0.346,383.1
152.606239,152.803608,76,0.394,197.4
152.803608,153.071922,77,0.480,268.3
152.815218,154.314189,62,0.535,1499.0
152.815218,153.280901,81,0.449,465.7
152.979042,153.698860,74,0.567,719.8
153.002262,153.222851,69,0.512,220.6
153.013872,153.280901,81,0.449,267.0
153.234461,153.466661,62,0.480,232.2
153.234461,153.455051,74,0.567,220.6
153.397001,153.547931,81,0.323,150.9
153.455051,153.698860,74,0.402,243.8
153.455051,153.652420,76,0.520,197.4
153.466661,153.675640,62,0.354,209.0
153.664030,153.838180,65,0.528,174.1
153.664030,153.931060,77,0.488,267.0
153.675640,154.105210,62,0.386,429.6
153.733690,154.198089,69,0.488,464.4
153.826570,154.418679,74,0.409,592.1
153.873010,154.035550,81,0.449,162.5
153.884620,154.198089,69,0.488,313.5
154.105210,154.314189,62,0.535,209.0
154.105210,154.418679,74,0.409,313.5
154.325799,154.534779,76,0.488,209.0
154.534779,154.917908,77,0.449,383.1
154.546389,154.755368,65,0.535,209.0
154.766978,154.988852,69,0.591,221.9
154.977242,155.325541,62,0.488,348.3
154.977242,155.186221,74,0.496,209.0
155.116561,155.325541,62,0.433,209.0
155.186221,155.371981,76,0.425,185.8
155.197831,155.371981,64,0.465,174.1
155.395201,155.615790,77,0.535,220.6
155.476471,156.289169,62,0.661,812.7
155.569351,155.731890,43,0.307,162.5
155.627400,155.859600,62,0.535,232.2
155.627400,155.801550,69,0.449,174.1
155.673840,157.021882,50,0.520,1348.0
155.720280,156.022140,53,0.402,301.9
155.824770,157.358571,34,0.575,1533.8
155.847990,156.010530,46,0.307,162.5
155.847990,156.300779,50,0.425,452.8
155.859600,156.080190,62,0.661,220.6
156.045360,156.335609,38,0.362,290.2
