7.836734694,0.348299319,292.796
8.306938775,0.121904762,395.89
8.434648526,0.359909297,440.587
9.195102040,0.133514740,293.773
9.584036281,0.499229025,262.986
10.437369614,0.911383220,294.269
11.366167800,0.586303855,293.495
11.969886621,0.743038549,293.87
13.067029478,0.116099773,598.826
13.409523809,0.330884354,589.382
13.752018140,0.121904762,584.662
13.897142857,0.150929705,583.408
14.053877551,0.493424036,583.827
14.854965986,0.348299320,293.351
15.209070294,0.116099774,390.229
15.330975056,0.127709751,439.457
15.551564626,0.278639455,439.234
16.155283446,0.156734694,294.113
16.317823129,0.359909297,261.919
17.409160997,0.893968254,293.562
18.657233560,0.249614512,294.217
21.118548753,0.168344671,259.023
21.292698412,0.830113379,293.548
22.128616780,0.104489796,369.307
22.238911564,0.238004535,437.073
22.633650793,0.133514740,435.984
23.063219954,0.104489796,292.913
23.475374149,0.609523810,262.108
24.090702948,0.957823129,293.739
28.781133787,0.307664399,293.706
29.094603174,0.150929705,389.152
29.251337868,0.174149660,438.577
29.576417233,0.290249433,438.029
30.058231292,0.156734694,293.953
30.220770975,0.162539682,260.85
30.452970521,0.609523810,261.42
31.068299319,1.033287982,293.393
32.130612245,0.168344671,295.687
32.426666666,0.557278912,293.179
33.100045351,0.406349206,294.29
33.512199546,0.267029479,296.965
36.107029478,0.325079365,350.576
36.495963718,0.412154196,349.441
36.925532879,0.261224490,351.858
37.500226757,0.290249433,391.256
37.796281179,0.185759637,396.287
38.225850340,0.597913832,436.965
38.829569161,0.133514739,402.172
39.526167800,0.150929705,347.231
39.740952381,0.197369614,349.324
39.990566893,0.592108844,350.685
40.989024943,0.580498866,392.105
41.691428571,4.249251701,440.131
46.062585034,0.307664399,526.209
46.376054421,2.890884354,586.616
49.371428571,0.104489796,1167.82
49.487528344,0.278639456,1159.32
49.783582766,0.255419501,1183.08
50.166712018,0.191564626,434.79
50.393106576,0.203174603,523.762
50.654331065,0.493424037,582.608
51.292879818,0.586303855,588.05
52.633832199,0.110294785,441.286
53.080816326,0.110294785,635.583
53.196916099,1.056507937,699.754
54.346303855,0.899773242,658.463
55.251882086,0.922993197,665.711
56.180680272,0.255419501,624.519
56.441904762,0.446984127,661.677
57.196553288,0.417959183,520.142
57.620317460,0.435374150,587.192
58.235646258,0.679183674,585.924
59.535963718,0.336689343,591.837
59.977142857,0.150929705,646.627
60.157097505,0.870748300,349.199
61.149750567,0.104489795,670.506
61.265850340,0.232199546,665.899
61.608344671,0.818503401,659.522
62.548752834,0.963628118,659.391
63.680725623,0.452789116,660.831
64.354104308,0.145124717,1064.37
64.806893424,0.272834467,599.021
65.224852607,0.615328799,588.455
65.857596372,0.185759637,793.979
66.049160997,0.435374150,438.963
66.519365079,0.626938776,293.814
67.169523809,0.423764173,588.057
67.628117914,1.114557823,893.994
68.806530612,0.957823129,440.35
69.781768707,0.603718821,439.297
70.397097505,0.493424037,440.884
71.529070294,0.139319728,442.115
71.923809523,0.859138322,584.979
72.800362811,0.197369615,806.57
73.003537415,0.429569161,438.115
73.467936508,1.073922902,293.959
74.640544217,1.317732427,893.097
76.022131519,0.690793651,440.144
76.730340136,1.381587301,441.324
78.228027211,0.516643990,440.397
79.267120181,0.249614513,439.847
79.534149660,0.464399093,438.211
80.015963718,0.197369615,443.225
82.628208616,0.342494332,289.492
83.063582766,0.162539683,422.585
83.429297052,0.255419501,439.406
83.748571428,0.267029479,292.374
84.021405895,0.110294785,263.563
84.230385487,0.394739229,261.851
84.723809523,0.197369615,262.477
84.926984127,0.243809523,292.757
85.182403628,1.753106576,294.714
86.952925170,0.249614512,292.736
87.324444444,0.145124717,300.083
89.663854875,0.110294785,560.647
89.988934240,0.197369615,423.404
90.261768707,0.319274377,440.241
90.807437641,0.191564626,292.962
91.306666666,0.290249433,262.569
92.206439909,0.603718821,293.132
92.815963718,0.127709751,258.752
92.949478458,1.149387755,219.752
94.273015873,0.301859410,222.999
94.644535147,0.301859410,224.396
95.805532879,0.255419502,261.491
96.066757369,0.319274377,295.905
96.502131519,0.441179138,350.51
96.954920635,0.278639455,435.821
97.384489796,0.197369614,436.558
97.843083900,0.214784580,350.027
98.371337868,0.220589569,523.551
98.673197279,0.615328798,461.796
99.294331065,2.420680273,440.09
101.720816326,0.127709751,405.23
101.894965986,0.127709751,296.297
102.150385487,0.185759637,876.046
102.423219954,0.429569161,856.35
103.148843537,0.179954649,645.726
103.456507936,0.412154195,292.516
103.973151927,0.104489796,439.633
104.373696145,0.139319728,437.279
104.768435374,0.191564626,292.354
104.965804988,0.650158730,261.679
105.691428571,0.383129252,266.972
106.120997732,0.696598640,293.611
107.409705215,0.208979592,570.698
110.689523809,0.145124717,453.361
110.886893424,0.255419501,346.586
111.281632653,0.284444444,352.838
111.717006802,0.313469388,351.448
112.158185941,0.110294784,352.939
112.274285714,0.301859410,392.327
112.593560090,0.336689343,392.462
113.017324263,0.116099773,395.399
113.139229025,0.603718820,439.245
114.538231292,0.133514739,349.468
114.770430839,0.650158730,350.203
115.739863945,0.516643991,390.926
116.477097505,0.139319728,395.436
116.622222222,4.167981859,440.349
120.801814059,0.203174603,538.405
121.010793650,1.776326531,586.793
122.792925170,0.116099773,586.024
122.920634920,0.116099774,586.119
123.042539682,0.139319728,587.274
123.448888889,0.197369614,525.801
123.704308390,0.493424036,591.19
124.308027211,1.126167800,582.483
125.440000000,0.139319728,571.164
125.625759637,0.226394558,585.259
126.072743764,0.145124716,619.526
126.270113378,1.015873016,349.49
127.402086167,1.898231293,659.647
129.306122449,0.150929705,591.729
129.538321995,0.684988662,658.32
130.246530612,0.400544218,523.184
130.676099773,0.406349206,586.646
131.279818594,0.754648526,583.516
132.243446712,0.301859410,583.966
132.562721088,0.441179138,584.015
133.061950113,0.179954649,664.629
133.305759637,0.818503401,349.625
134.199727891,0.127709750,663.262
134.344852607,0.290249433,659.982
134.664126984,1.741496598,658.788
136.411428571,0.156734694,605.587
136.771337868,0.185759637,650.899
137.438911564,0.290249433,524.684
137.851065759,0.249614513,592.049
138.245804988,0.661768708,586.742
138.965623582,0.563083901,877.744
139.818956916,0.104489796,585.114
140.022131519,0.377324263,586.911
140.405260771,0.243809523,581.737
140.695510204,1.160997732,887.362
141.868117914,0.168344671,891.996
142.106122449,0.714013605,443.999
142.831746031,1.253877551,441.01
144.596462585,0.110294784,437.724
144.718367347,0.191564625,441.475
145.031836734,0.818503402,589.983
145.856145124,0.110294785,791.238
145.972244898,0.510839002,878.205
146.593378684,0.551473923,293.962
147.168072562,0.429569161,588.267
147.638276644,0.615328798,932.14
148.259410431,0.743038548,880.387
149.112743764,0.609523809,445.61
149.762902494,1.375782313,441.478
151.312834467,0.516643991,438.322
152.142947845,0.145124717,438.503
152.479637188,0.191564626,436.1
155.579501133,0.719818595,294.144
156.305124716,0.162539683,392.111
156.473469387,0.470204082,439.03
156.990113378,0.394739229,294.653
157.390657596,0.644353742,294.698
158.093061224,0.168344671,435.99
158.267210884,0.441179138,465.56
158.714195011,2.809614512,440.772
161.535419501,0.249614512,433.896
162.591927437,0.632743764,293.786
163.230476190,0.150929705,393.869
163.387210884,0.499229025,438.771
163.967709750,1.027482993,295.594
165.000997732,0.121904762,402.295
165.128707483,0.551473923,465.281
165.685986394,2.252335601,440.382
167.944126984,0.150929705,439.201
168.106666666,0.121904762,442.045
168.234376417,0.121904762,440.904
169.540498866,0.232199546,531.913
169.778503401,0.684988662,586.121
170.492517006,0.818503402,440.481
171.316825397,0.127709750,473.589
171.450340136,0.702403628,524.38
172.158548753,0.702403628,466.862
172.866757369,2.809614513,440.286
175.792471655,0.388934240,883.258
176.529705215,0.156734694,534.994
176.692244898,1.677641723,588.602
178.375691610,1.497687074,658.928
179.879183673,3.233378685,588.211
183.118367347,0.319274376,555.131
183.501496598,0.342494331,583.278
183.855600907,0.116099773,579.981
184.093605442,0.168344671,438.946
184.320000000,0.208979592,517.134
184.587029478,0.522448980,589.633
185.190748299,0.777868481,585.149
186.520090703,0.179954648,593.094
186.961269841,0.168344671,623.954
187.135419501,0.975238095,699.895
188.116462585,0.162539682,674.912
188.302222222,1.782131519,660.634
190.154013605,0.226394558,593.558
190.763537415,0.150929705,657.96
190.926077097,0.150929705,661.045
191.140861678,0.417959183,522.718
191.570430839,0.470204081,590.123
192.307664399,0.487619047,586.657
192.801088435,0.110294785,509.712
193.462857143,0.348299319,590.491
193.962086167,1.236462586,698.494
195.215963718,0.232199547,662.133
195.558458050,1.828571428,658.697
197.845623582,0.214784581,660.754
198.240362811,0.394739229,526.36
198.733786848,0.255419501,589.49
199.151746031,0.650158731,294.885
199.807709750,0.127709751,393.362
199.941224489,0.499229025,440.333
200.486893424,1.015873016,295.304
201.549206349,0.127709750,419.584
201.682721088,0.481814059,465.572
202.170340136,0.597913832,440.094
202.774058957,0.162539682,398.237
203.070113378,0.481814059,439.574
203.731882086,0.551473923,439.807
204.376235827,0.690793651,440.258
205.595283446,0.185759638,292.67
205.850702948,0.905578231,295.389
206.762086167,0.139319728,393.482
206.907210884,0.464399093,439.621
207.412244898,1.068117913,295.579
208.497777777,0.116099774,415.521
208.619682539,0.545668935,465.701
209.171156462,0.545668935,440.134
209.763265306,0.255419501,424.783
210.030294784,0.307664399,445.526
210.366984127,0.278639455,441.407
210.686258503,1.364172336,440.524
212.183945578,0.452789116,440.947
213.077913832,0.162539682,292.366
213.292698412,0.238004536,294.006
213.536507936,0.267029479,292.643
215.922358276,0.644353742,581.997
218.911927437,0.156734694,441.051
219.144126984,0.220589569,524.971
219.387936508,0.545668934,587.424
220.009070294,0.835918368,574.254
220.937868480,0.505034014,576.68
221.454512471,0.168344672,580.206
