time,frequency,confidence
60.010,59.682,0.702781
60.020,58.285,0.896376
60.030,57.960,0.904992
60.040,57.883,0.884264
60.050,58.097,0.883309
60.060,58.088,0.887404
60.070,58.201,0.892229
60.080,58.264,0.884507
60.090,58.293,0.888381
60.100,58.330,0.909290
60.110,58.260,0.874042
60.120,58.353,0.886437
60.130,58.383,0.897749
60.140,58.267,0.892261
60.150,58.110,0.882881
60.160,58.053,0.874061
60.170,58.183,0.874797
60.180,58.090,0.891641
60.190,58.186,0.891191
60.200,58.229,0.885590
60.210,58.205,0.876312
60.220,58.281,0.897300
60.230,58.106,0.862005
60.240,58.124,0.869844
60.250,58.194,0.883192
60.260,58.250,0.887303
60.270,58.197,0.884950
60.280,58.193,0.867928
60.290,58.320,0.885948
60.300,58.190,0.884340
60.310,58.237,0.891330
60.320,58.245,0.882718
60.330,58.218,0.878717
60.340,58.243,0.892881
60.350,58.147,0.867621
60.360,58.234,0.884055
60.370,58.258,0.899093
60.380,58.316,0.885263
60.390,58.439,0.871072
60.400,58.738,0.635685
60.410,61.691,0.477298
60.420,61.799,0.589608
60.430,61.776,0.166268
60.440,55.062,0.049559
60.450,55.173,0.030832
60.460,56.236,0.011046
60.470,35.350,0.136523
60.480,60.049,0.074539
60.490,59.861,0.522101
60.500,59.549,0.819141
60.510,58.946,0.866068
60.520,58.670,0.880735
60.530,58.894,0.853162
60.540,58.920,0.842037
60.550,58.717,0.875028
60.560,58.632,0.873600
60.570,58.366,0.889897
60.580,58.278,0.900815
60.590,58.135,0.859086
60.600,58.145,0.866335
60.610,58.118,0.886036
60.620,58.104,0.882838
60.630,58.085,0.878324
60.640,58.124,0.856414
60.650,58.258,0.875926
60.660,58.188,0.883126
60.670,58.272,0.887355
60.680,58.313,0.872985
60.690,58.334,0.874890
60.700,58.396,0.903565
60.710,58.264,0.867339
60.720,58.289,0.872836
60.730,58.328,0.896137
60.740,58.257,0.892048
60.750,58.177,0.882760
60.760,58.119,0.866492
60.770,58.221,0.878796
60.780,58.098,0.886778
60.790,58.126,0.888713
60.800,58.181,0.870730
60.810,58.251,0.876471
60.820,58.413,0.895311
60.830,58.349,0.863784
60.840,58.407,0.874803
60.850,58.361,0.898600
60.860,58.237,0.888817
60.870,58.097,0.887312
60.880,58.052,0.881392
60.890,58.113,0.881411
60.900,57.984,0.902767
60.910,58.056,0.898792
60.920,58.073,0.897861
60.930,58.124,0.881888
60.940,58.229,0.892921
60.950,58.213,0.867347
60.960,58.300,0.882543
60.970,58.276,0.895181
60.980,58.253,0.890990
60.990,58.106,0.888994
61.000,58.091,0.882192
61.010,58.180,0.887509
61.020,58.038,0.892683
61.030,58.063,0.893385
61.040,58.159,0.892420
61.050,58.216,0.888750
61.060,58.298,0.905706
61.070,58.204,0.880313
61.080,58.252,0.895729
61.090,58.243,0.910905
61.100,58.256,0.908636
61.110,58.135,0.897403
61.120,58.127,0.895633
61.130,58.189,0.902806
61.140,58.111,0.896687
61.150,58.110,0.894875
61.160,58.169,0.907759
61.170,58.223,0.901197
61.180,58.305,0.908877
61.190,58.280,0.889447
61.200,58.364,0.898302
61.210,58.272,0.908695
61.220,58.266,0.903682
61.230,58.162,0.895252
61.240,58.117,0.893851
61.250,58.097,0.899348
61.260,57.998,0.898944
61.270,58.024,0.896069
61.280,58.065,0.910410
61.290,58.197,0.899501
61.300,58.209,0.905582
61.310,58.261,0.894168
61.320,58.343,0.902167
61.330,58.253,0.913022
61.340,58.201,0.901432
61.350,58.085,0.901943
61.360,58.092,0.900853
61.370,58.134,0.909309
61.380,58.077,0.904240
61.390,58.112,0.901311
61.400,58.101,0.913997
61.410,58.194,0.907353
61.420,58.179,0.908651
61.430,58.222,0.891174
61.440,58.311,0.903176
61.450,58.258,0.918432
61.460,58.171,0.900753
61.470,58.109,0.903745
61.480,58.136,0.902912
61.490,58.131,0.914191
61.500,58.046,0.901295
61.510,58.125,0.898024
61.520,58.132,0.910586
61.530,58.176,0.906070
61.540,58.080,0.908659
61.550,58.121,0.894011
61.560,58.204,0.898607
61.570,58.143,0.908198
61.580,58.088,0.906582
61.590,58.028,0.910892
61.600,58.126,0.901800
61.610,58.131,0.914183
61.620,58.017,0.909616
61.630,58.027,0.911469
61.640,58.033,0.921055
61.650,58.059,0.911625
61.660,57.871,0.916591
61.670,57.973,0.913601
61.680,58.024,0.885144
61.690,58.049,0.779654
61.700,58.908,0.475100
61.710,62.423,0.524585
61.720,62.275,0.360951
61.730,61.443,0.072027
61.740,55.531,0.065174
61.750,55.774,0.081084
61.760,65.050,0.278307
61.770,66.583,0.526902
61.780,67.380,0.499515
61.790,67.118,0.493932
61.800,66.531,0.504770
61.810,66.029,0.718700
61.820,65.746,0.780728
61.830,65.599,0.775402
61.840,65.335,0.810743
61.850,65.322,0.808916
61.860,65.417,0.802761
61.870,65.356,0.844884
61.880,65.457,0.814112
61.890,65.580,0.799157
61.900,65.422,0.853973
61.910,65.362,0.801067
61.920,65.527,0.838021
61.930,65.347,0.847490
61.940,65.503,0.797334
61.950,65.539,0.826371
61.960,65.335,0.855648
61.970,65.400,0.789911
61.980,65.485,0.818629
61.990,65.444,0.861724
62.000,65.491,0.823673
62.010,65.569,0.850186
62.020,65.604,0.833983
62.030,65.556,0.797742
62.040,65.530,0.849288
62.050,65.581,0.800190
62.060,65.603,0.771402
62.070,65.582,0.829915
62.080,65.498,0.811722
62.090,65.451,0.807966
62.100,65.360,0.822678
62.110,65.479,0.817574
62.120,65.586,0.817848
62.130,65.386,0.847892
62.140,65.399,0.813880
62.150,65.566,0.820880
62.160,65.525,0.871294
62.170,65.557,0.827735
62.180,65.738,0.838403
62.190,65.534,0.868841
62.200,65.535,0.813046
62.210,65.570,0.843822
62.220,65.481,0.871448
62.230,65.647,0.813180
62.240,65.680,0.828806
62.250,65.460,0.879074
62.260,65.496,0.826902
62.270,65.404,0.828452
62.280,65.517,0.857476
62.290,65.613,0.829567
62.300,65.636,0.869381
62.310,65.530,0.830790
62.320,65.400,0.799480
62.330,65.329,0.859932
62.340,65.287,0.821147
62.350,65.223,0.706834
62.360,64.350,0.590616
62.370,63.204,0.405591
62.380,63.184,0.369304
62.390,63.909,0.352898
62.400,64.736,0.386574
62.410,32.909,0.403147
62.420,66.130,0.427168
62.430,66.600,0.349161
62.440,33.400,0.302250
62.450,66.445,0.460414
62.460,66.519,0.397013
62.470,66.805,0.398472
62.480,66.182,0.563632
62.490,65.883,0.593734
62.500,66.115,0.558952
62.510,65.766,0.779497
62.520,65.715,0.751983
62.530,65.690,0.796203
62.540,65.416,0.864383
62.550,65.365,0.791696
62.560,65.370,0.798437
62.570,65.388,0.848072
62.580,65.509,0.801852
62.590,65.535,0.852843
62.600,65.381,0.820321
62.610,65.179,0.772367
62.620,65.184,0.832851
62.630,65.292,0.800698
62.640,65.383,0.808513
62.650,65.303,0.831166
62.660,65.409,0.810949
62.670,65.363,0.801129
62.680,65.339,0.844528
62.690,65.386,0.824654
62.700,65.518,0.833367
62.710,65.379,0.874009
62.720,65.362,0.822752
62.730,65.521,0.843674
62.740,65.380,0.862371
62.750,65.463,0.803383
62.760,65.557,0.865295
62.770,65.456,0.873369
62.780,65.590,0.810531
62.790,65.706,0.837585
62.800,65.443,0.881550
62.810,65.499,0.833312
62.820,65.449,0.839294
62.830,65.510,0.872022
62.840,65.599,0.839742
62.850,65.647,0.865502
62.860,65.605,0.838924
62.870,65.574,0.808498
62.880,65.537,0.857059
62.890,65.660,0.812309
62.900,65.665,0.795828
62.910,65.650,0.832687
62.920,65.635,0.813851
62.930,65.505,0.809812
62.940,65.341,0.831195
62.950,65.443,0.822762
62.960,65.579,0.827122
62.970,65.404,0.860082
62.980,65.449,0.813521
62.990,65.638,0.816658
63.000,65.493,0.869432
63.010,65.508,0.815111
63.020,65.724,0.838184
63.030,65.483,0.866765
63.040,65.503,0.814561
63.050,65.555,0.858238
63.060,65.404,0.866911
63.070,65.502,0.816194
63.080,65.555,0.831231
63.090,65.400,0.876236
63.100,65.507,0.823560
63.110,65.446,0.823679
63.120,65.478,0.847854
63.130,65.525,0.811183
63.140,65.559,0.845555
63.150,65.562,0.808006
63.160,65.591,0.781659
63.170,65.625,0.841229
63.180,65.705,0.803045
63.190,65.715,0.781079
63.200,65.653,0.826338
63.210,65.499,0.754722
63.220,64.689,0.671082
63.230,63.160,0.525124
63.240,62.163,0.501443
63.250,62.462,0.396047
63.260,64.029,0.274177
63.270,68.306,0.178579
63.280,34.194,0.364636
63.290,65.576,0.522893
63.300,65.485,0.727850
63.310,65.710,0.803060
63.320,65.817,0.842279
63.330,65.979,0.720385
63.340,65.973,0.677490
63.350,65.880,0.805087
63.360,65.950,0.728420
63.370,66.174,0.618142
63.380,66.438,0.702928
63.390,66.135,0.670777
63.400,65.925,0.780815
63.410,65.741,0.825738
63.420,65.505,0.790114
63.430,65.382,0.836872
63.440,65.374,0.803626
63.450,65.418,0.802638
63.460,65.398,0.850672
63.470,65.367,0.804892
63.480,65.273,0.804631
63.490,65.167,0.824554
63.500,65.295,0.801736
63.510,65.375,0.811679
63.520,65.159,0.859214
63.530,65.176,0.803550
63.540,65.474,0.833027
63.550,65.441,0.866583
63.560,65.466,0.820468
63.570,65.547,0.858911
63.580,65.436,0.870249
63.590,65.525,0.810097
63.600,65.539,0.848993
63.610,65.365,0.877402
63.620,65.502,0.835402
63.630,65.518,0.855519
63.640,65.422,0.830079
63.650,65.227,0.606393
63.660,64.487,0.373929
63.670,63.368,0.247306
63.680,63.226,0.138808
63.690,62.367,0.120230
63.700,62.212,0.125483
63.710,64.178,0.313179
63.720,67.636,0.385848
63.730,68.213,0.531862
63.740,68.051,0.484703
63.750,67.329,0.404022
63.760,66.203,0.626871
63.770,65.777,0.727166
63.780,65.561,0.845097
63.790,65.524,0.837231
63.800,65.518,0.790757
63.810,65.445,0.866449
63.820,65.561,0.821486
63.830,65.774,0.818832
63.840,65.475,0.861681
63.850,65.406,0.818706
63.860,65.504,0.818671
63.870,65.311,0.783872
63.880,64.811,0.588710
63.890,64.730,0.491816
63.900,64.684,0.402169
63.910,67.826,0.215241
63.920,33.496,0.310719
63.930,64.782,0.393760
63.940,63.807,0.510895
63.950,63.494,0.631246
63.960,63.877,0.757497
63.970,64.635,0.729456
63.980,65.002,0.855120
63.990,65.296,0.829229
64.000,65.379,0.824589
64.010,65.261,0.822709
64.020,65.474,0.828966
64.030,65.634,0.822827
64.040,65.426,0.864346
64.050,65.382,0.821142
64.060,65.384,0.812561
64.070,65.298,0.851371
64.080,65.405,0.809982
64.090,65.626,0.835186
64.100,65.479,0.853690
64.110,65.537,0.781224
64.120,65.579,0.821457
64.130,65.411,0.852069
64.140,65.558,0.791190
64.150,65.726,0.804477
64.160,65.550,0.871011
64.170,65.469,0.819526
64.180,65.373,0.836562
64.190,65.440,0.854027
64.200,65.491,0.826058
64.210,65.456,0.864988
64.220,65.351,0.820642
64.230,65.284,0.788850
64.240,65.256,0.844343
64.250,65.309,0.823077
64.260,65.327,0.832436
64.270,65.258,0.844552
64.280,65.403,0.831730
64.290,65.538,0.849553
64.300,65.370,0.880196
64.310,65.434,0.837018
64.320,65.595,0.842937
64.330,65.485,0.879371
64.340,65.480,0.829959
64.350,65.583,0.853088
64.360,65.430,0.869079
64.370,65.519,0.818859
64.380,65.499,0.853001
64.390,65.365,0.871474
64.400,65.541,0.820466
64.410,65.709,0.822135
64.420,65.636,0.874197
64.430,65.672,0.837382
64.440,65.634,0.849475
64.450,65.649,0.851067
64.460,65.632,0.828882
64.470,65.680,0.870015
64.480,65.738,0.830388
64.490,65.724,0.815365
64.500,65.756,0.864617
64.510,65.784,0.798663
64.520,65.355,0.650190
64.530,63.334,0.416055
64.540,61.960,0.331588
64.550,62.227,0.186025
64.560,32.390,0.077003
64.570,35.514,0.334537
64.580,34.389,0.491728
64.590,67.717,0.534611
64.600,67.397,0.679592
64.610,67.138,0.598375
64.620,66.130,0.774814
64.630,65.763,0.812675
64.640,65.500,0.783303
64.650,65.344,0.849453
64.660,65.423,0.811617
64.670,65.390,0.808987
64.680,65.089,0.846293
64.690,65.025,0.819085
64.700,64.998,0.845266
64.710,65.210,0.862009
64.720,65.619,0.840067
64.730,66.055,0.768679
64.740,66.374,0.761787
64.750,66.278,0.687613
64.760,66.061,0.782770
64.770,66.060,0.780085
64.780,66.277,0.641193
64.790,66.018,0.803436
64.800,65.529,0.829044
64.810,64.941,0.820941
64.820,64.796,0.890759
64.830,64.847,0.856409
64.840,64.952,0.857257
64.850,64.884,0.846955
64.860,65.186,0.799741
64.870,65.744,0.784390
64.880,66.080,0.796551
64.890,66.326,0.728815
64.900,66.252,0.718024
64.910,65.847,0.857230
64.920,65.785,0.828407
64.930,66.157,0.723200
64.940,66.451,0.780835
64.950,67.027,0.605486
64.960,68.053,0.650173
64.970,67.914,0.653361
64.980,68.253,0.491865
64.990,69.592,0.410413
65.000,63.012,0.059528
65.010,61.634,0.040265
65.020,56.360,0.048204
65.030,64.002,0.233874
65.040,64.806,0.772670
65.050,64.892,0.840168
65.060,64.785,0.812967
65.070,64.923,0.813349
65.080,65.082,0.858745
65.090,65.328,0.832715
65.100,65.725,0.838688
65.110,65.829,0.880846
65.120,65.964,0.780389
65.130,65.861,0.789783
65.140,65.299,0.806608
65.150,64.830,0.763083
65.160,64.911,0.271495
65.170,55.318,0.030248
65.180,55.516,0.041253
65.190,62.545,0.076316
65.200,64.037,0.201930
65.210,32.363,0.396397
65.220,63.955,0.713533
65.230,62.627,0.744792
65.240,61.014,0.595312
65.250,58.944,0.761214
65.260,58.223,0.874348
65.270,57.950,0.889381
65.280,57.429,0.827128
65.290,57.389,0.850845
65.300,57.540,0.832137
65.310,58.192,0.851766
65.320,58.406,0.888650
65.330,58.652,0.859959
65.340,58.849,0.849143
65.350,58.592,0.878187
65.360,58.492,0.870480
65.370,58.500,0.886920
65.380,58.510,0.884467
65.390,58.549,0.883388
65.400,58.533,0.873524
65.410,58.493,0.876879
65.420,58.271,0.891630
65.430,58.218,0.879272
65.440,58.144,0.872354
65.450,58.175,0.867270
65.460,58.260,0.883143
65.470,58.064,0.851904
65.480,58.020,0.849518
65.490,58.092,0.879463
65.500,58.036,0.880185
65.510,57.922,0.889753
65.520,58.219,0.867739
65.530,58.471,0.890340
65.540,58.343,0.904296
65.550,58.323,0.900033
65.560,58.400,0.898124
65.570,58.464,0.891259
65.580,58.437,0.904495
65.590,58.087,0.870622
65.600,57.969,0.873882
65.610,57.975,0.898865
65.620,58.026,0.891548
65.630,57.950,0.900575
65.640,58.107,0.889198
65.650,58.389,0.905207
65.660,58.418,0.908982
65.670,58.393,0.903667
65.680,58.268,0.915771
65.690,58.153,0.882443
65.700,58.216,0.896913
65.710,58.235,0.880046
65.720,58.311,0.880604
65.730,58.277,0.900656
65.740,58.210,0.887976
65.750,58.072,0.893213
65.760,58.068,0.887395
65.770,58.107,0.890094
65.780,58.071,0.885995
65.790,58.154,0.876440
65.800,58.281,0.899013
65.810,58.307,0.883081
65.820,58.323,0.877238
65.830,58.059,0.761854
65.840,58.423,0.615235
65.850,58.572,0.591333
65.860,57.653,0.250188
65.870,58.075,0.446841
65.880,58.366,0.667975
65.890,58.761,0.737754
65.900,58.545,0.853382
65.910,58.108,0.891563
65.920,58.058,0.925966
65.930,58.047,0.920664
65.940,58.052,0.910133
65.950,58.056,0.891312
65.960,58.176,0.886350
65.970,58.173,0.894972
65.980,58.143,0.889293
65.990,58.052,0.892775
66.000,58.115,0.888268
66.010,58.200,0.898892
66.020,58.135,0.875918
66.030,58.241,0.891964
66.040,58.271,0.908676
66.050,58.236,0.896087
66.060,58.230,0.890588
66.070,58.303,0.881851
66.080,58.359,0.888465
66.090,58.283,0.902920
66.100,58.218,0.890220
66.110,58.108,0.882677
66.120,58.115,0.886244
66.130,58.136,0.893932
66.140,58.044,0.873133
66.150,58.101,0.875079
66.160,58.168,0.892639
66.170,58.176,0.883075
66.180,58.094,0.873798
66.190,58.223,0.867310
66.200,58.296,0.874767
66.210,58.290,0.892822
66.220,58.287,0.885680
66.230,58.197,0.870220
66.240,58.194,0.876652
66.250,58.230,0.891231
66.260,58.229,0.860499
66.270,58.279,0.869975
66.280,58.371,0.898753
66.290,58.283,0.887610
66.300,58.177,0.869677
66.310,58.097,0.865779
66.320,58.113,0.870704
66.330,58.040,0.886048
66.340,58.187,0.877275
66.350,58.119,0.882672
66.360,58.112,0.882324
66.370,58.054,0.887605
66.380,57.957,0.868189
66.390,58.001,0.867558
66.400,58.168,0.883331
66.410,58.209,0.884236
66.420,58.137,0.891153
66.430,58.206,0.889947
66.440,58.301,0.900764
66.450,58.180,0.897499
66.460,58.217,0.896368
66.470,58.234,0.903555
66.480,58.242,0.889365
66.490,58.161,0.886012
66.500,58.056,0.871904
66.510,58.041,0.877968
66.520,58.115,0.893557
66.530,58.205,0.888709
66.540,58.187,0.893846
66.550,58.312,0.900809
66.560,58.380,0.895085
66.570,58.254,0.883160
66.580,58.226,0.889493
66.590,58.266,0.899327
66.600,58.250,0.883292
66.610,58.135,0.876715
66.620,58.059,0.866748
66.630,58.093,0.872776
66.640,58.118,0.892828
66.650,58.151,0.881602
66.660,58.050,0.896741
66.670,58.171,0.892153
66.680,58.260,0.899629
66.690,58.246,0.880898
66.700,58.277,0.894785
66.710,58.312,0.913644
66.720,58.214,0.892757
66.730,58.136,0.888705
66.740,58.108,0.881712
66.750,58.148,0.878005
66.760,58.134,0.890960
66.770,58.200,0.883875
66.780,58.168,0.877242
66.790,58.345,0.899046
66.800,58.448,0.899742
66.810,58.330,0.890105
66.820,58.230,0.892391
66.830,58.251,0.909486
66.840,58.178,0.891760
66.850,58.088,0.892851
66.860,58.082,0.884063
66.870,58.095,0.887611
66.880,57.989,0.909561
66.890,57.832,0.889779
66.900,57.495,0.847268
66.910,57.255,0.228851
66.920,54.268,0.097977
66.930,54.345,0.073821
66.940,61.026,0.050463
66.950,60.698,0.116225
66.960,54.945,0.157786
66.970,51.874,0.571916
66.980,49.874,0.725297
66.990,49.813,0.758603
67.000,49.467,0.768565
67.010,49.367,0.767675
67.020,49.159,0.783986
67.030,49.391,0.766106
67.040,49.292,0.798523
67.050,49.390,0.790211
67.060,49.280,0.792808
67.070,49.479,0.797909
67.080,49.432,0.788151
67.090,49.609,0.791715
67.100,49.563,0.749816
67.110,49.505,0.802180
67.120,49.456,0.759978
67.130,49.376,0.818119
67.140,49.475,0.790157
67.150,49.468,0.813373
67.160,49.524,0.795020
67.170,49.441,0.818933
67.180,49.429,0.809163
67.190,49.366,0.810783
67.200,49.379,0.819651
67.210,49.335,0.798836
67.220,49.440,0.819225
67.230,49.345,0.803708
67.240,49.395,0.815375
67.250,49.413,0.807296
67.260,49.513,0.797709
67.270,49.441,0.808782
67.280,49.539,0.795061
67.290,49.425,0.797880
67.300,49.477,0.804548
67.310,49.262,0.794140
67.320,49.361,0.804007
67.330,49.373,0.742185
67.340,50.003,0.685770
67.350,50.231,0.477897
67.360,51.951,0.189890
67.370,62.003,0.064926
67.380,55.399,0.016990
67.390,45.876,0.010849
67.400,32.726,0.028465
67.410,34.012,0.044424
67.420,52.077,0.303893
67.430,50.303,0.697277
67.440,50.301,0.681744
67.450,49.476,0.759172
67.460,49.348,0.802333
67.470,49.110,0.776427
67.480,49.345,0.795140
67.490,49.373,0.805200
67.500,49.416,0.822486
67.510,49.266,0.819924
67.520,49.442,0.829717
67.530,49.306,0.838254
67.540,49.483,0.807354
67.550,49.281,0.836416
67.560,49.458,0.804377
67.570,49.326,0.838388
67.580,49.514,0.818947
67.590,49.366,0.842808
67.600,49.404,0.840796
67.610,49.270,0.841579
67.620,49.426,0.831113
67.630,49.313,0.817756
67.640,49.423,0.824254
67.650,49.427,0.792481
67.660,49.402,0.829644
67.670,49.440,0.807391
67.680,49.410,0.831318
67.690,49.467,0.815465
67.700,49.432,0.826992
67.710,49.428,0.816277
67.720,49.418,0.808851
67.730,49.389,0.817740
67.740,49.389,0.799570
67.750,49.409,0.829682
67.760,49.350,0.799836
67.770,49.428,0.820408
67.780,49.450,0.798650
67.790,49.490,0.805989
67.800,49.492,0.803731
67.810,49.643,0.776819
67.820,49.467,0.796929
67.830,49.453,0.809846
67.840,49.310,0.793712
67.850,49.336,0.816894
67.860,49.207,0.786842
67.870,49.401,0.807769
67.880,49.295,0.815263
67.890,49.376,0.818060
67.900,49.360,0.825378
67.910,49.400,0.821103
67.920,49.342,0.826945
67.930,49.376,0.829246
67.940,49.381,0.812582
67.950,49.400,0.821454
67.960,49.310,0.807120
67.970,49.403,0.812059
67.980,49.355,0.800475
67.990,49.428,0.801313
68.000,49.370,0.803262
68.010,49.516,0.781497
68.020,49.423,0.784116
68.030,49.525,0.767812
68.040,49.386,0.775181
68.050,49.521,0.767109
68.060,49.358,0.782607
68.070,49.533,0.754761
68.080,49.424,0.788882
68.090,49.504,0.771618
68.100,49.348,0.802638
68.110,49.481,0.788587
68.120,49.352,0.795863
68.130,49.431,0.796035
68.140,49.343,0.786919
68.150,49.419,0.804648
68.160,49.308,0.778002
68.170,49.373,0.810801
68.180,49.340,0.762728
68.190,49.355,0.804864
68.200,49.384,0.769403
68.210,49.365,0.797299
68.220,49.349,0.790242
68.230,49.415,0.788759
68.240,49.463,0.783413
68.250,49.422,0.778322
68.260,49.331,0.809187
68.270,49.370,0.766398
68.280,49.410,0.813849
68.290,49.445,0.772320
68.300,49.414,0.814729
68.310,49.481,0.776064
68.320,49.465,0.794878
68.330,49.425,0.779334
68.340,49.392,0.793990
68.350,49.292,0.761817
68.360,49.340,0.803020
68.370,49.358,0.757447
68.380,49.413,0.795421
68.390,49.332,0.780600
68.400,49.359,0.801236
68.410,49.347,0.794061
68.420,49.288,0.814786
68.430,49.397,0.804885
68.440,49.368,0.811207
68.450,49.453,0.797631
68.460,49.359,0.817901
68.470,49.358,0.787299
68.480,49.387,0.798340
68.490,49.341,0.781521
68.500,49.466,0.786258
68.510,49.402,0.785467
68.520,49.489,0.782067
68.530,49.331,0.805333
68.540,49.491,0.787681
68.550,49.336,0.812890
68.560,49.471,0.801316
68.570,49.313,0.818306
68.580,49.412,0.812404
68.590,49.254,0.831584
68.600,49.371,0.798665
68.610,49.256,0.832035
68.620,49.295,0.812663
68.630,49.211,0.807556
68.640,49.693,0.757741
68.650,49.818,0.570352
68.660,49.892,0.447616
68.670,49.436,0.125311
68.680,61.629,0.025034
68.690,55.379,0.018716
68.700,32.674,0.019846
68.710,35.286,0.113939
68.720,35.843,0.135164
68.730,42.186,0.228007
68.740,39.218,0.407110
68.750,36.700,0.756540
68.760,37.059,0.793848
68.770,37.173,0.747505
68.780,37.198,0.764323
68.790,36.807,0.885187
68.800,36.831,0.850922
68.810,36.743,0.899310
68.820,36.564,0.891384
68.830,36.563,0.901905
68.840,36.587,0.902990
68.850,36.589,0.894011
68.860,36.623,0.921805
68.870,36.567,0.900580
68.880,36.544,0.893188
68.890,36.712,0.913841
68.900,36.584,0.908462
68.910,36.575,0.894727
68.920,36.606,0.907167
68.930,36.538,0.875236
68.940,36.549,0.903726
68.950,36.620,0.906850
68.960,36.594,0.901206
68.970,36.644,0.922352
68.980,36.467,0.891334
68.990,36.508,0.890642
69.000,36.672,0.907749
69.010,36.558,0.894508
69.020,36.643,0.896980
69.030,36.693,0.901383
69.040,36.626,0.894271
69.050,36.569,0.921499
69.060,36.480,0.899579
69.070,36.451,0.897884
69.080,36.608,0.919997
69.090,36.487,0.893577
69.100,36.609,0.890050
69.110,36.726,0.914985
69.120,36.639,0.892384
69.130,36.605,0.905930
69.140,36.660,0.906641
69.150,36.615,0.901891
69.160,36.633,0.922330
69.170,36.465,0.893470
69.180,36.462,0.898508
69.190,36.638,0.911677
69.200,36.517,0.893802
69.210,36.609,0.892866
69.220,36.713,0.901399
69.230,36.685,0.890817
69.240,36.736,0.918570
69.250,36.619,0.911873
69.260,36.591,0.901283
69.270,36.626,0.923615
69.280,36.424,0.889741
69.290,36.407,0.876355
69.300,36.634,0.910574
69.310,36.695,0.849231
69.320,36.460,0.472277
69.330,36.319,0.257858
69.340,37.054,0.095431
69.350,32.323,0.055848
69.360,65.330,0.295712
69.370,69.253,0.263835
69.380,34.921,0.080222
69.390,34.100,0.306573
69.400,33.050,0.180835
69.410,36.542,0.671646
69.420,36.564,0.779700
69.430,36.761,0.881738
69.440,36.674,0.909125
69.450,36.585,0.904800
69.460,36.609,0.919551
69.470,36.471,0.892125
69.480,36.554,0.891264
69.490,36.622,0.914632
69.500,36.453,0.900184
69.510,36.455,0.903923
69.520,36.485,0.899281
69.530,36.510,0.890448
69.540,36.548,0.920515
69.550,36.491,0.894430
69.560,36.466,0.898355
69.570,36.607,0.919470
69.580,36.483,0.900281
69.590,36.465,0.892405
69.600,36.541,0.902945
69.610,36.475,0.882129
69.620,36.526,0.904182
69.630,36.608,0.908222
69.640,36.567,0.902194
69.650,36.612,0.922130
69.660,36.481,0.897167
69.670,36.513,0.895364
69.680,36.663,0.906871
69.690,36.535,0.899802
69.700,36.570,0.900337
69.710,36.644,0.905428
69.720,36.607,0.896038
69.730,36.627,0.925512
69.740,36.555,0.906160
69.750,36.512,0.897736
69.760,36.609,0.919927
69.770,36.515,0.898800
69.780,36.592,0.894521
69.790,36.656,0.917369
69.800,36.547,0.891055
69.810,36.545,0.901763
69.820,36.654,0.905970
69.830,36.634,0.901105
69.840,36.649,0.920689
69.850,36.506,0.898896
69.860,36.494,0.899843
69.870,36.667,0.911567
69.880,36.541,0.900860
69.890,36.585,0.894440
69.900,36.657,0.904505
69.910,36.599,0.893246
69.920,36.686,0.922067
69.930,36.612,0.912695
69.940,36.581,0.903729
69.950,36.622,0.918822
69.960,36.493,0.896223
69.970,36.598,0.890398
69.980,36.739,0.915353
69.990,36.655,0.897841
70.000,36.675,0.898345
70.010,36.744,0.903519
70.020,36.677,0.898495
70.030,36.621,0.919433
70.040,36.468,0.901463
70.050,36.484,0.895366
70.060,36.760,0.900410
70.070,36.620,0.905075
70.080,36.741,0.881201
70.090,36.802,0.888289
70.100,36.670,0.888942
70.110,36.669,0.919069
70.120,36.573,0.908124
70.130,36.533,0.896515
70.140,36.598,0.919817
70.150,36.462,0.886677
70.160,36.688,0.877034
70.170,37.196,0.737744
70.180,37.225,0.677797
70.190,37.086,0.254221
70.200,34.995,0.332950
70.210,36.293,0.204185
70.220,32.735,0.060129
70.230,35.377,0.287961
70.240,35.861,0.160100
70.250,43.506,0.414205
70.260,32.086,0.109837
70.270,32.306,0.103976
70.280,35.986,0.042295
70.290,36.476,0.060765
70.300,37.130,0.756354
70.310,36.934,0.842534
70.320,36.779,0.872636
70.330,36.759,0.906260
70.340,36.603,0.899791
70.350,36.644,0.891935
70.360,36.647,0.914749
70.370,36.475,0.898595
70.380,36.488,0.902125
70.390,36.610,0.898335
70.400,36.638,0.891588
70.410,36.619,0.920321
70.420,36.506,0.893300
70.430,36.422,0.894887
70.440,36.599,0.915175
70.450,36.488,0.894018
70.460,36.485,0.889802
70.470,36.587,0.900848
70.480,36.533,0.879626
70.490,36.565,0.910559
70.500,36.582,0.907165
70.510,36.568,0.904234
70.520,36.684,0.920734
70.530,36.537,0.891159
70.540,36.628,0.892813
70.550,36.717,0.908880
70.560,36.538,0.893792
70.570,36.547,0.901591
70.580,36.497,0.896732
70.590,36.460,0.885520
70.600,36.806,0.894715
70.610,36.940,0.828918
70.620,37.131,0.339511
70.630,36.649,0.154267
70.640,36.412,0.406732
70.650,36.709,0.219504
70.660,35.245,0.404577
70.670,34.729,0.255169
70.680,35.923,0.202661
70.690,37.144,0.400785
70.700,38.101,0.665066
70.710,37.618,0.715522
70.720,37.081,0.705050
70.730,36.917,0.819444
70.740,36.669,0.907029
70.750,36.408,0.900708
70.760,36.425,0.907640
