time,frequency,confidence
25.260,484.313,0.681459
25.270,484.685,0.540505
25.280,380.613,0.218138
25.290,296.120,0.232369
25.300,294.822,0.412030
25.310,294.863,0.622166
25.320,294.655,0.707751
25.330,293.430,0.656781
25.340,293.112,0.611037
25.350,293.885,0.470400
25.360,294.721,0.429547
25.370,293.989,0.477482
25.380,293.070,0.572649
25.390,292.452,0.761366
25.400,293.218,0.822912
25.410,294.056,0.903439
25.420,294.885,0.930261
25.430,295.427,0.928086
25.440,295.568,0.891608
25.450,294.981,0.814031
25.460,294.069,0.653757
25.470,293.483,0.209291
25.480,1947.444,0.071761
25.490,277.508,0.235509
25.500,280.914,0.365150
25.510,285.006,0.383464
25.520,293.500,0.533947
25.530,294.994,0.683058
25.540,295.012,0.748690
25.550,295.201,0.663966
25.560,883.255,0.413604
25.570,882.533,0.442710
25.580,262.634,0.333960
25.590,262.819,0.466916
25.600,261.082,0.286882
25.610,518.388,0.284622
25.620,466.466,0.163015
25.630,487.957,0.153103
25.640,255.410,0.393568
25.650,253.869,0.711623
25.660,253.236,0.630917
25.670,437.232,0.309550
25.680,259.694,0.251177
25.690,260.435,0.526211
25.700,259.336,0.592250
25.710,258.176,0.696994
25.720,257.696,0.745491
25.730,259.327,0.458231
25.740,260.433,0.320745
25.750,443.373,0.420923
25.760,442.969,0.358247
25.770,443.235,0.450328
25.780,443.239,0.434133
25.790,445.950,0.272422
25.800,444.378,0.610787
25.810,443.104,0.601739
25.820,442.430,0.344446
25.830,445.210,0.172777
25.840,447.286,0.348690
25.850,448.728,0.358196
25.860,444.816,0.470199
25.870,444.323,0.474013
25.880,442.831,0.540276
25.890,441.714,0.416631
25.900,439.646,0.291494
25.910,438.175,0.300596
25.920,437.187,0.395804
25.930,435.374,0.503108
25.940,259.389,0.561573
25.950,259.332,0.353653
25.960,257.954,0.567549
25.970,257.864,0.623120
25.980,259.480,0.728386
25.990,261.118,0.663885
26.000,260.033,0.689035
26.010,259.337,0.755936
26.020,260.493,0.827813
26.030,261.472,0.919812
26.040,261.867,0.930810
26.050,262.258,0.931149
26.060,262.185,0.858468
26.070,261.588,0.664172
26.080,258.876,0.515761
26.090,255.872,0.667624
26.100,257.656,0.617976
26.110,260.875,0.684988
26.120,264.736,0.717384
26.130,265.722,0.825111
26.140,265.771,0.695205
26.150,267.157,0.287105
26.160,1048.439,0.065257
26.170,1035.693,0.045531
26.180,437.662,0.113450
26.190,435.137,0.119555
26.200,1024.956,0.075746
26.210,1026.694,0.116826
26.220,258.279,0.348648
26.230,258.780,0.552645
26.240,260.922,0.809462
26.250,260.967,0.771603
26.260,255.865,0.653141
26.270,252.699,0.787652
26.280,251.019,0.792840
26.290,253.409,0.448001
26.300,261.965,0.486343
26.310,262.897,0.479676
26.320,262.232,0.396839
26.330,261.526,0.315905
26.340,260.415,0.640162
26.350,260.120,0.836549
26.360,260.342,0.850006
26.370,260.877,0.787952
26.380,262.875,0.401279
26.390,289.601,0.277839
26.400,293.327,0.284797
26.410,299.223,0.160649
26.420,261.577,0.185216
26.430,263.992,0.140914
26.440,263.567,0.184286
26.450,258.102,0.274083
26.460,255.019,0.556611
26.470,252.452,0.689242
26.480,255.073,0.476706
26.490,259.490,0.754112
26.500,259.250,0.891007
26.510,259.663,0.880219
26.520,259.312,0.758423
26.530,438.530,0.566702
26.540,441.145,0.521482
26.550,444.325,0.429954
26.560,259.965,0.331913
26.570,261.429,0.282801
26.580,454.716,0.428725
26.590,445.175,0.576526
26.600,443.016,0.694022
26.610,441.406,0.777270
26.620,442.304,0.814671
26.630,441.717,0.842017
26.640,441.299,0.801525
26.650,440.013,0.751039
26.660,439.229,0.734239
26.670,439.969,0.716321
26.680,441.164,0.614525
26.690,442.101,0.489708
26.700,528.569,0.418393
26.710,529.525,0.476749
26.720,529.808,0.645035
26.730,529.022,0.591739
26.740,523.824,0.777645
26.750,523.205,0.865097
26.760,523.368,0.896224
26.770,522.176,0.682235
26.780,438.185,0.518437
26.790,435.918,0.665743
26.800,434.535,0.644037
26.810,433.810,0.498644
26.820,435.014,0.466152
26.830,519.762,0.437839
26.840,522.547,0.561619
26.850,524.534,0.427373
26.860,525.475,0.422237
26.870,523.631,0.396667
26.880,524.285,0.324749
26.890,524.367,0.182312
26.900,529.989,0.129996
26.910,524.542,0.179523
26.920,523.925,0.426620
26.930,524.531,0.674371
26.940,525.496,0.673638
26.950,522.922,0.749825
26.960,523.030,0.802746
26.970,518.963,0.644473
26.980,504.517,0.479344
26.990,501.251,0.365564
27.000,513.263,0.365198
27.010,515.624,0.406537
27.020,261.470,0.617189
27.030,261.117,0.653473
27.040,262.277,0.700909
27.050,261.143,0.666218
27.060,261.325,0.850131
27.070,261.529,0.815781
27.080,261.227,0.744584
27.090,260.412,0.616344
27.100,259.812,0.566859
27.110,260.293,0.455377
27.120,260.510,0.384361
27.130,514.809,0.202107
27.140,513.639,0.193479
27.150,518.425,0.384057
27.160,519.787,0.604576
27.170,520.462,0.672244
27.180,520.871,0.543061
27.190,519.823,0.479625
27.200,515.447,0.318437
27.210,442.220,0.400508
27.220,444.494,0.507574
27.230,447.773,0.536022
27.240,446.805,0.527141
27.250,445.938,0.665833
27.260,446.323,0.491371
27.270,453.777,0.423791
27.280,461.897,0.387322
27.290,492.368,0.256045
27.300,513.475,0.380393
27.310,509.955,0.442703
27.320,507.150,0.295148
27.330,437.866,0.231573
27.340,493.577,0.268537
27.350,248.313,0.209420
27.360,481.261,0.327353
27.370,483.121,0.399952
27.380,491.576,0.474455
27.390,132.140,0.159592
27.400,522.634,0.186355
27.410,523.642,0.328922
27.420,447.431,0.226898
27.430,444.716,0.266704
27.440,443.261,0.595431
27.450,439.966,0.640592
27.460,439.636,0.643769
27.470,439.915,0.771734
27.480,439.961,0.631158
27.490,527.644,0.331820
27.500,524.254,0.407898
27.510,524.703,0.740394
27.520,525.396,0.786653
27.530,525.440,0.505086
27.540,526.484,0.358590
27.550,439.436,0.601624
27.560,439.178,0.569891
27.570,437.511,0.408457
27.580,522.689,0.657592
27.590,521.819,0.690557
27.600,521.353,0.623662
27.610,521.828,0.536942
27.620,440.350,0.622468
27.630,441.166,0.754988
27.640,441.373,0.695713
27.650,439.125,0.620412
27.660,434.983,0.645081
27.670,431.475,0.582916
27.680,433.637,0.648761
27.690,437.160,0.689236
27.700,440.980,0.850009
27.710,445.861,0.853218
27.720,447.476,0.794961
27.730,445.886,0.652762
27.740,449.470,0.243228
27.750,452.402,0.370678
27.760,447.602,0.535498
27.770,444.658,0.738386
27.780,442.513,0.790911
27.790,441.129,0.769124
27.800,439.786,0.735947
27.810,439.271,0.644340
27.820,441.990,0.625910
27.830,880.656,0.492364
27.840,291.044,0.571379
27.850,292.916,0.621450
27.860,293.842,0.762557
27.870,292.609,0.701786
27.880,289.467,0.642653
27.890,288.868,0.610222
27.900,289.322,0.560016
27.910,404.345,0.170038
27.920,141.950,0.142609
27.930,396.830,0.271188
27.940,393.596,0.542111
27.950,396.825,0.688972
27.960,396.517,0.715052
27.970,396.391,0.484841
27.980,396.577,0.229957
27.990,287.062,0.185119
28.000,283.916,0.187349
28.010,300.947,0.325537
28.020,292.575,0.350827
28.030,312.380,0.394780
28.040,315.447,0.632090
28.050,317.854,0.669107
28.060,322.800,0.681603
28.070,319.491,0.359147
28.080,315.642,0.255013
28.090,308.472,0.182121
28.100,301.792,0.078551
28.110,879.246,0.096618
28.120,1282.771,0.205568
28.130,430.316,0.175807
28.140,433.415,0.146493
28.150,291.947,0.314210
28.160,294.291,0.319638
28.170,294.876,0.471190
28.180,294.792,0.587848
28.190,295.240,0.488347
28.200,884.314,0.537935
28.210,890.731,0.204766
28.220,1805.704,0.098201
28.230,614.453,0.071250
28.240,624.211,0.148164
28.250,417.669,0.097822
28.260,417.378,0.074517
28.270,309.418,0.116308
28.280,934.024,0.097927
28.290,927.372,0.145765
28.300,168.087,0.133504
28.310,169.395,0.361434
28.320,171.883,0.261326
28.330,173.109,0.076741
28.340,263.534,0.185844
28.350,224.495,0.116852
28.360,222.572,0.264727
28.370,221.890,0.112433
28.380,241.212,0.105069
28.390,231.598,0.158716
28.400,458.181,0.436997
28.410,458.211,0.599166
28.420,461.178,0.484093
28.430,460.744,0.317091
28.440,1781.207,0.110429
28.450,1770.298,0.164970
28.460,1778.441,0.104645
28.470,899.777,0.233499
28.480,893.091,0.431750
28.490,892.728,0.280331
28.500,305.396,0.429956
28.510,305.303,0.783100
28.520,302.477,0.675781
28.530,300.656,0.574223
28.540,300.329,0.197659
28.550,298.719,0.050924
28.560,441.581,0.128744
28.570,355.147,0.151316
28.580,354.835,0.210126
28.590,355.162,0.148090
28.600,267.446,0.037337
28.610,263.389,0.028002
28.620,986.568,0.046809
28.630,1964.417,0.018505
28.640,165.212,0.037269
28.650,165.787,0.360402
28.660,164.740,0.356302
28.670,344.414,0.275800
28.680,346.912,0.632578
28.690,350.464,0.745163
28.700,355.357,0.441872
28.710,335.919,0.129991
28.720,194.238,0.226354
28.730,313.224,0.364624
28.740,254.722,0.528122
28.750,261.177,0.764927
28.760,270.429,0.599166
28.770,278.624,0.698096
28.780,287.793,0.858625
28.790,288.563,0.938861
28.800,288.443,0.954513
28.810,289.244,0.930875
28.820,291.257,0.955813
28.830,292.746,0.935931
28.840,293.210,0.923960
28.850,293.357,0.924001
28.860,293.280,0.925497
28.870,293.167,0.913457
28.880,293.121,0.911924
28.890,293.327,0.924282
28.900,293.612,0.940585
28.910,293.902,0.951410
28.920,294.025,0.955772
28.930,294.179,0.955749
28.940,294.274,0.958101
28.950,294.438,0.958976
28.960,294.672,0.961531
28.970,294.647,0.965019
28.980,294.370,0.964643
28.990,294.052,0.959250
29.000,293.960,0.961843
29.010,294.174,0.970171
29.020,294.101,0.968304
29.030,293.745,0.960179
29.040,293.342,0.943192
29.050,292.826,0.930027
29.060,293.008,0.924651
29.070,294.814,0.953168
29.080,298.021,0.889369
29.090,303.194,0.743629
29.100,332.127,0.764760
29.110,338.799,0.810543
29.120,348.466,0.874117
29.130,356.315,0.812865
29.140,368.771,0.826472
29.150,379.918,0.917959
29.160,386.835,0.897194
29.170,391.265,0.927391
29.180,392.605,0.968873
29.190,392.707,0.970522
29.200,392.115,0.965607
29.210,390.693,0.955004
29.220,389.773,0.961496
29.230,390.245,0.954354
29.240,393.531,0.949460
29.250,399.152,0.896635
29.260,407.678,0.849864
29.270,419.106,0.787110
29.280,429.566,0.872580
29.290,437.434,0.941418
29.300,440.813,0.963675
29.310,441.263,0.952050
29.320,440.680,0.942766
29.330,439.706,0.926037
29.340,439.802,0.923323
29.350,440.122,0.939931
29.360,440.192,0.940031
29.370,439.689,0.918446
29.380,438.087,0.906382
29.390,437.624,0.920055
29.400,437.743,0.914365
29.410,438.760,0.864912
29.420,439.557,0.858158
29.430,441.827,0.775886
29.440,446.517,0.520648
29.450,446.164,0.315522
29.460,440.184,0.305707
29.470,437.074,0.571723
29.480,436.808,0.490136
29.490,879.014,0.544240
29.500,878.268,0.546319
29.510,434.816,0.594149
29.520,433.015,0.704653
29.530,434.801,0.651990
29.540,435.024,0.549978
29.550,435.654,0.718452
29.560,436.374,0.678516
29.570,435.572,0.754779
29.580,430.558,0.895898
29.590,429.912,0.944323
29.600,431.108,0.962474
29.610,435.125,0.932123
29.620,439.622,0.947970
29.630,441.122,0.961269
29.640,441.455,0.957730
29.650,441.096,0.951756
29.660,440.732,0.954142
29.670,440.396,0.952118
29.680,440.061,0.954631
29.690,440.095,0.951629
29.700,439.808,0.946585
29.710,439.181,0.921880
29.720,438.677,0.902201
29.730,438.495,0.903202
29.740,439.554,0.914355
29.750,440.485,0.924938
29.760,440.771,0.904670
29.770,440.363,0.905095
29.780,439.558,0.893768
29.790,437.659,0.905121
29.800,435.135,0.907477
29.810,432.476,0.921332
29.820,430.125,0.916468
29.830,428.606,0.868728
29.840,426.305,0.659381
29.850,428.639,0.487319
29.860,396.690,0.593722
29.870,393.123,0.724131
29.880,393.021,0.760346
29.890,389.905,0.719109
29.900,385.810,0.694137
29.910,382.783,0.648853
29.920,383.769,0.553700
29.930,381.192,0.251114
29.940,333.185,0.407354
29.950,326.532,0.452142
29.960,320.222,0.306426
29.970,436.390,0.303343
29.980,440.896,0.281156
29.990,350.580,0.243310
30.000,440.720,0.630153
30.010,439.225,0.780529
30.020,438.460,0.853194
30.030,249.471,0.295821
30.040,274.321,0.322412
30.050,283.604,0.375124
30.060,283.937,0.317638
30.070,300.528,0.477604
30.080,303.974,0.856448
30.090,303.623,0.862898
30.100,296.771,0.800083
30.110,290.546,0.910066
30.120,287.577,0.966846
30.130,287.419,0.965810
30.140,290.051,0.901291
30.150,293.912,0.929428
30.160,297.200,0.942457
30.170,299.521,0.945916
30.180,299.859,0.939109
30.190,297.722,0.935765
30.200,292.340,0.720117
30.210,282.290,0.656704
30.220,274.225,0.790906
30.230,266.051,0.857235
30.240,260.754,0.917937
30.250,258.529,0.944273
30.260,258.702,0.951603
30.270,259.294,0.959137
30.280,260.080,0.949799
30.290,260.465,0.941445
30.300,260.758,0.937766
30.310,261.098,0.951837
30.320,261.487,0.960141
30.330,261.961,0.966100
30.340,262.352,0.970151
30.350,262.468,0.966235
30.360,262.109,0.953626
30.370,260.061,0.815111
30.380,256.433,0.661402
30.390,253.357,0.508926
30.400,200.793,0.293171
30.410,199.459,0.659442
30.420,201.139,0.671749
30.430,201.433,0.661268
30.440,202.417,0.524910
30.450,207.697,0.647768
30.460,213.177,0.615358
30.470,222.736,0.565042
30.480,236.474,0.437257
30.490,250.697,0.627794
30.500,261.631,0.795674
30.510,266.637,0.943387
30.520,268.178,0.969388
30.530,267.720,0.962414
30.540,265.237,0.962770
30.550,262.681,0.968149
30.560,260.801,0.946319
30.570,259.104,0.965109
30.580,257.356,0.970941
30.590,256.556,0.972256
30.600,257.432,0.944688
30.610,259.906,0.928493
30.620,263.357,0.926848
30.630,266.434,0.954569
30.640,268.272,0.968752
30.650,268.777,0.970015
30.660,267.972,0.965890
30.670,264.689,0.936621
30.680,260.738,0.925539
30.690,257.747,0.948828
30.700,255.572,0.959779
30.710,255.382,0.949110
30.720,256.753,0.954332
30.730,259.655,0.912907
30.740,263.688,0.893027
30.750,267.150,0.928371
30.760,268.732,0.966957
30.770,268.784,0.966757
30.780,267.410,0.947940
30.790,265.581,0.963011
30.800,263.017,0.949726
30.810,261.504,0.952565
30.820,260.609,0.946044
30.830,260.193,0.955685
30.840,260.050,0.959128
30.850,259.984,0.959547
30.860,259.904,0.958109
30.870,259.887,0.959404
30.880,259.929,0.962598
30.890,260.075,0.959883
30.900,260.460,0.951611
30.910,261.203,0.943708
30.920,262.219,0.940440
30.930,263.212,0.923593
30.940,263.873,0.924751
30.950,264.307,0.939841
30.960,264.120,0.922112
30.970,263.561,0.938784
30.980,262.668,0.963914
30.990,261.654,0.962815
31.000,260.356,0.952934
31.010,259.300,0.957685
31.020,259.541,0.960209
31.030,260.260,0.956618
31.040,261.461,0.934488
31.050,266.400,0.905092
31.060,271.422,0.952177
31.070,274.619,0.949025
31.080,281.726,0.803360
31.090,291.241,0.852693
31.100,297.345,0.936458
31.110,300.542,0.951049
31.120,301.467,0.967819
31.130,300.146,0.929491
31.140,297.287,0.935667
31.150,294.355,0.938532
31.160,293.121,0.895822
31.170,292.890,0.913935
31.180,293.599,0.899926
31.190,294.177,0.915312
31.200,294.778,0.916172
31.210,294.901,0.922547
31.220,294.515,0.919217
31.230,294.053,0.896118
31.240,294.012,0.892454
31.250,293.472,0.866877
31.260,293.560,0.868428
31.270,294.179,0.867602
31.280,293.937,0.827492
31.290,294.004,0.876216
31.300,293.874,0.889753
31.310,292.477,0.915289
31.320,291.361,0.940889
31.330,291.681,0.947020
31.340,292.062,0.944348
31.350,292.724,0.931084
31.360,293.830,0.923542
31.370,294.336,0.904587
31.380,294.577,0.863761
31.390,294.401,0.881095
31.400,294.032,0.885945
31.410,293.949,0.900973
31.420,294.512,0.935224
31.430,294.857,0.941594
31.440,294.626,0.932097
31.450,294.176,0.919302
31.460,293.383,0.886954
31.470,292.920,0.911919
31.480,293.012,0.913869
31.490,293.520,0.916576
31.500,293.972,0.932400
31.510,294.319,0.945388
31.520,294.417,0.953222
31.530,294.186,0.942163
31.540,294.356,0.947883
31.550,294.644,0.951376
31.560,294.400,0.945333
31.570,294.245,0.931556
31.580,294.043,0.919367
31.590,294.061,0.934696
31.600,293.779,0.916840
31.610,294.057,0.936823
31.620,294.517,0.949435
31.630,294.854,0.943093
31.640,295.139,0.941621
31.650,295.192,0.933559
31.660,294.961,0.935047
31.670,294.959,0.932656
31.680,294.602,0.937866
31.690,293.959,0.926277
31.700,292.919,0.910324
31.710,291.610,0.937482
31.720,290.048,0.911130
31.730,290.565,0.926402
31.740,292.403,0.928010
31.750,294.154,0.947432
31.760,295.696,0.946150
31.770,296.901,0.922086
31.780,297.590,0.946340
31.790,298.335,0.961599
31.800,298.166,0.962101
31.810,296.260,0.937135
31.820,292.815,0.905726
31.830,289.460,0.899266
31.840,287.441,0.952513
31.850,285.437,0.943464
31.860,284.246,0.956783
31.870,285.704,0.940343
31.880,286.989,0.953862
31.890,288.620,0.940858
31.900,291.316,0.941082
31.910,293.961,0.932372
31.920,295.784,0.904833
31.930,297.345,0.894961
31.940,299.371,0.890025
31.950,301.936,0.929176
31.960,301.620,0.940823
31.970,298.277,0.948310
31.980,293.673,0.919446
31.990,289.437,0.880111
32.000,286.894,0.925915
32.010,287.860,0.934149
32.020,289.983,0.897886
32.030,291.199,0.929516
32.040,291.654,0.918166
32.050,292.338,0.863068
32.060,294.317,0.869440
32.070,294.432,0.908777
32.080,291.555,0.907017
32.090,288.654,0.932956
32.100,287.652,0.919924
32.110,288.892,0.730974
32.120,292.773,0.607578
32.130,296.728,0.417212
32.140,297.614,0.460088
32.150,301.664,0.766225
32.160,303.057,0.894519
32.170,302.449,0.928734
32.180,301.175,0.944855
32.190,300.430,0.920258
32.200,299.098,0.953320
32.210,297.572,0.933937
32.220,296.536,0.874743
32.230,296.268,0.810956
32.240,297.005,0.774831
32.250,299.017,0.864901
32.260,300.148,0.878645
32.270,300.137,0.896550
32.280,299.511,0.910841
32.290,298.544,0.913302
32.300,297.242,0.819998
32.310,292.771,0.775280
32.320,290.777,0.814547
32.330,291.912,0.791955
32.340,293.550,0.776088
32.350,293.904,0.769685
32.360,293.079,0.741332
32.370,293.544,0.728069
32.380,294.174,0.798793
32.390,294.402,0.837596
32.400,294.515,0.845505
32.410,296.388,0.809135
32.420,298.085,0.840365
32.430,299.509,0.904467
32.440,300.632,0.911093
32.450,298.740,0.923082
32.460,294.943,0.930594
32.470,291.959,0.921330
32.480,291.055,0.928612
32.490,292.170,0.927958
32.500,293.723,0.947316
32.510,294.138,0.964285
32.520,293.912,0.956538
32.530,293.519,0.945575
32.540,294.060,0.959520
32.550,294.684,0.968870
32.560,295.266,0.970836
32.570,295.008,0.968798
32.580,294.380,0.958633
32.590,293.982,0.949831
32.600,294.158,0.945430
32.610,294.582,0.942121
32.620,294.576,0.941223
32.630,294.934,0.923095
32.640,295.991,0.857845
32.650,297.569,0.851935
32.660,296.972,0.823887
32.670,295.418,0.845007
32.680,295.293,0.852873
32.690,293.554,0.783113
32.700,291.137,0.811401
32.710,288.571,0.787329
32.720,286.143,0.741081
32.730,288.183,0.717200
32.740,289.812,0.755656
32.750,289.368,0.755517
32.760,289.440,0.613357
32.770,294.853,0.524693
32.780,295.917,0.753877
32.790,295.122,0.852613
32.800,295.571,0.834669
32.810,297.207,0.726142
32.820,297.809,0.771959
32.830,292.413,0.835019
32.840,290.503,0.885285
32.850,289.652,0.767384
32.860,289.246,0.592173
32.870,287.667,0.488230
32.880,290.349,0.678196
32.890,292.748,0.743095
32.900,294.919,0.890755
32.910,295.481,0.943210
32.920,296.205,0.925552
32.930,297.334,0.851513
32.940,295.612,0.874314
32.950,293.428,0.878884
32.960,291.284,0.868635
32.970,290.358,0.812574
32.980,292.163,0.762819
32.990,295.006,0.812296
33.000,296.547,0.783337
33.010,298.556,0.689618
33.020,297.920,0.661624
33.030,294.342,0.785251
33.040,292.377,0.855431
33.050,292.220,0.877057
33.060,293.272,0.861185
33.070,293.868,0.888418
33.080,293.961,0.900537
33.090,294.497,0.926245
33.100,295.312,0.928219
33.110,296.233,0.910854
33.120,295.698,0.933478
33.130,294.632,0.927663
33.140,293.632,0.912578
33.150,293.375,0.895094
33.160,294.054,0.925685
33.170,295.393,0.936197
33.180,295.905,0.913802
33.190,295.771,0.904608
33.200,295.174,0.885830
33.210,294.659,0.881777
33.220,294.103,0.864564
33.230,293.631,0.810687
33.240,293.153,0.845154
33.250,293.738,0.872847
33.260,295.152,0.907571
33.270,296.171,0.870843
33.280,295.693,0.868995
33.290,294.983,0.866262
33.300,295.088,0.850240
33.310,295.218,0.829345
33.320,294.948,0.832224
33.330,294.728,0.853142
33.340,294.675,0.893625
33.350,294.403,0.901706
33.360,294.268,0.928161
33.370,294.541,0.940519
33.380,295.129,0.915437
33.390,296.180,0.885814
33.400,296.232,0.894983
33.410,293.825,0.880659
33.420,292.662,0.841155
33.430,293.571,0.851089
33.440,293.843,0.845810
33.450,291.898,0.796436
33.460,291.247,0.857982
33.470,292.743,0.881901
33.480,295.909,0.859946
33.490,299.621,0.844554
33.500,300.725,0.852284
33.510,299.616,0.899477
33.520,299.244,0.935300
33.530,298.993,0.951496
33.540,298.611,0.950251
33.550,297.967,0.901052
33.560,297.526,0.691975
33.570,286.151,0.480628
33.580,283.997,0.861628
33.590,284.612,0.873034
33.600,288.867,0.736188
33.610,294.085,0.809360
33.620,295.115,0.740002
33.630,296.846,0.635399
33.640,296.191,0.633289
33.650,294.697,0.846539
33.660,294.922,0.875464
33.670,294.184,0.827296
33.680,294.868,0.856906
33.690,296.000,0.826122
33.700,296.437,0.785329
33.710,297.586,0.809085
33.720,297.517,0.808198
33.730,297.092,0.863556
33.740,296.322,0.900231
33.750,296.010,0.899347
33.760,296.818,0.891886
33.770,297.930,0.909904
33.780,298.875,0.813772
33.790,299.172,0.636474
33.800,303.224,0.566737
33.810,300.912,0.629339
33.820,297.792,0.769343
33.830,296.583,0.762885
33.840,296.678,0.713541
33.850,296.616,0.665940
33.860,296.066,0.711886
33.870,296.264,0.603632
33.880,296.152,0.662692
33.890,296.040,0.766902
33.900,295.441,0.750508
33.910,295.098,0.678710
33.920,296.223,0.607915
33.930,296.153,0.703786
33.940,297.410,0.688975
33.950,300.528,0.591667
33.960,303.783,0.614736
33.970,301.599,0.621401
33.980,302.084,0.680375
33.990,303.807,0.625612
34.000,302.250,0.670526
34.010,298.338,0.768061
34.020,295.765,0.807662
34.030,295.285,0.821125
34.040,295.769,0.817336
34.050,297.662,0.784007
34.060,299.251,0.787670
34.070,299.258,0.799087
34.080,297.039,0.778000
34.090,295.729,0.772445
34.100,295.568,0.551646
34.110,298.944,0.466363
34.120,298.035,0.501695
34.130,296.393,0.653164
34.140,295.458,0.723900
34.150,297.228,0.602971
34.160,296.305,0.569324
34.170,294.801,0.671972
34.180,295.370,0.758663
34.190,295.635,0.790064
34.200,295.746,0.828663
34.210,297.307,0.829168
34.220,298.113,0.856871
34.230,297.882,0.824644
34.240,296.322,0.771729
34.250,295.540,0.725788
34.260,295.723,0.627631
34.270,295.110,0.692497
34.280,297.337,0.665016
34.290,296.838,0.769724
34.300,295.564,0.888864
34.310,294.236,0.812799
34.320,293.557,0.641102
34.330,293.542,0.504558
34.340,292.561,0.413795
34.350,292.307,0.413164
34.360,294.610,0.262589
34.370,295.714,0.356262
34.380,296.019,0.409092
34.390,296.423,0.378514
34.400,295.911,0.402562
34.410,295.256,0.465828
34.420,294.227,0.551334
34.430,294.106,0.398652
34.440,294.262,0.269624
34.450,293.441,0.265255
34.460,36.260,0.212923
34.470,36.425,0.216208
34.480,258.439,0.170297
34.490,302.667,0.138832
34.500,298.443,0.340407
34.510,295.841,0.426693
34.520,295.225,0.349917
34.530,882.366,0.273126
34.540,1772.335,0.417288
34.550,1770.638,0.477729
34.560,1772.569,0.410946
34.570,257.260,0.358628
34.580,258.006,0.515664
34.590,257.653,0.476852
34.600,257.653,0.426575
34.610,257.376,0.458612
34.620,257.454,0.434937
34.630,257.824,0.457525
34.640,257.707,0.644941
34.650,257.342,0.414511
34.660,1772.298,0.523633
34.670,1779.531,0.483280
34.680,1769.793,0.544464
34.690,1767.070,0.481429
34.700,886.073,0.437801
34.710,1774.407,0.581192
34.720,1780.542,0.486244
34.730,1787.241,0.420626
34.740,1795.562,0.134101
34.750,1795.753,0.051183
34.760,1772.534,0.058692
34.770,1178.975,0.142777
34.780,1751.856,0.227809
34.790,293.472,0.416512
34.800,296.127,0.557362
34.810,295.015,0.670518
34.820,292.393,0.737502
34.830,289.572,0.792980
34.840,290.105,0.883927
34.850,291.443,0.913375
34.860,293.323,0.889053
34.870,294.301,0.917733
34.880,294.255,0.925054
34.890,293.785,0.919074
34.900,292.372,0.913648
34.910,291.516,0.894162
34.920,291.619,0.887789
34.930,292.290,0.885227
34.940,293.470,0.883792
34.950,294.143,0.909144
34.960,294.264,0.905028
34.970,293.555,0.890185
34.980,291.609,0.908666
34.990,289.035,0.848303
35.000,288.720,0.736627
35.010,292.543,0.766309
35.020,292.695,0.875430
35.030,291.313,0.931945
35.040,291.565,0.928626
35.050,293.054,0.887961
35.060,294.095,0.934443
35.070,293.846,0.936939
35.080,292.590,0.883497
35.090,290.211,0.869341
35.100,288.953,0.710689
35.110,290.038,0.679573
35.120,295.131,0.817095
35.130,297.934,0.743539
35.140,298.421,0.735536
35.150,298.950,0.814447
35.160,298.540,0.888855
35.170,297.859,0.875080
35.180,295.748,0.889675
35.190,293.822,0.904132
35.200,293.556,0.888601
35.210,293.324,0.841310
35.220,294.040,0.861894
35.230,293.384,0.849675
35.240,292.623,0.864095
35.250,293.174,0.821639
35.260,293.806,0.856168
35.270,293.245,0.822504
35.280,293.424,0.780458
35.290,293.162,0.694809
35.300,292.043,0.613266
35.310,289.443,0.535820
35.320,286.152,0.540513
35.330,288.799,0.647782
35.340,290.110,0.797810
35.350,290.369,0.837495
35.360,290.948,0.768770
35.370,291.030,0.787783
35.380,292.507,0.816191
35.390,294.507,0.882899
35.400,294.162,0.909048
35.410,293.486,0.896177
35.420,292.463,0.892910
35.430,292.631,0.887863
35.440,291.752,0.897039
35.450,291.088,0.736134
35.460,290.046,0.309837
35.470,291.001,0.110432
35.480,297.323,0.192943
35.490,295.629,0.540570
35.500,295.040,0.755732
35.510,294.387,0.837973
35.520,295.476,0.725771
35.530,296.203,0.615920
35.540,295.147,0.720153
35.550,292.417,0.885697
35.560,291.886,0.932811
35.570,291.765,0.911489
35.580,291.364,0.831349
35.590,289.502,0.582753
35.600,33.215,0.034644
35.610,33.379,0.022866
35.620,1969.133,0.071039
35.630,1967.558,0.072048
35.640,354.073,0.116877
35.650,1963.942,0.095403
35.660,293.958,0.098942
35.670,653.613,0.133235
35.680,652.669,0.129822
35.690,269.525,0.131538
35.700,1900.758,0.152916
35.710,1890.325,0.153514
35.720,1871.372,0.370107
35.730,1858.231,0.544022
35.740,1851.412,0.718498
35.750,1848.122,0.729528
35.760,1852.279,0.706567
35.770,1865.989,0.711154
35.780,1872.605,0.732606
35.790,1873.857,0.713396
35.800,1890.026,0.456385
35.810,1903.004,0.415393
35.820,1905.741,0.306163
35.830,652.179,0.215982
35.840,582.044,0.303228
35.850,583.155,0.669509
35.860,585.979,0.737425
35.870,588.827,0.558636
35.880,296.198,0.600412
35.890,297.414,0.724509
35.900,297.024,0.772529
35.910,296.635,0.792003
35.920,295.309,0.858110
35.930,293.716,0.858941
35.940,293.094,0.880319
35.950,293.562,0.900210
35.960,293.602,0.824063
35.970,294.215,0.708206
