,132.051882086
,133.189659864
,133.804988662
,133.955918367
,134.397097506
,135.314285714
,135.616145125
,135.778684807
,136.231473923
,136.533333333
,136.823582766
,138.042630385
,138.193560091
,138.657959184
,139.250068027
,140.167256236
,140.260136054
,140.457505669
,140.620045351
,141.084444444
,141.223764172
,141.664943311
,142.883990930
,143.499319728
,143.650249433
,143.743129252
,144.091428571
,145.020226757
,145.310476190
,145.473015873
,145.925804989
,146.123174603
,146.517913832
,147.736961451
,148.352290249
,148.561269841
,148.944399093
,149.257868481
,149.350748299
,149.548117914
,149.699047619
,149.861587302
,150.128616780
,150.314376417
,150.500136054
,150.616235828
,150.732335601
,150.801995465
,150.941315193
,151.266394558
,159.242448980
,159.706848073
,160.473106576
,160.565986395
,160.670476190
,160.925895692
,161.065215420
,161.378684807
,161.518004535
,161.668934240
,161.843083900
,161.982403628
,162.121723356
,162.295873016
,162.586122449
,162.737052154
,162.887981859
,163.027301587
,163.340770975
,163.491700680
,163.665850340
,163.793560091
,164.257959184
,164.397278912
,164.548208617
,164.710748299
,164.861678005
,165.012607710
,165.175147392
,165.326077098
,165.407346939
,165.523446712
,165.604716553
,165.732426304
,165.918185941
,166.092335601
,166.220045351
,166.382585034
,166.533514739
,166.696054422
,166.835374150
,166.974693878
,167.137233560
,167.288163265
,167.427482993
,167.590022676
,167.752562358
,167.891882086
,168.042811791
,168.193741497
,168.333061224
,168.495600907
,168.658140590
,168.820680272
,168.960000000
,169.099319728
,169.250249433
,169.401179138
,169.563718821
,169.726258503
,169.888798186
,169.993287982
,170.167437642
,170.376417234
,170.527346939
,170.573786848
,170.724716553
,171.154285714
,171.374875283
,171.978594104
,172.593922902
,172.826122449
,173.186031746
,173.801360544
,174.405079365
,175.020408163
,175.217777778
,175.473197279
,175.600907029
,176.227845805
,176.819954649
,177.435283447
,178.039002268
,178.654331066
,179.083900227
,179.246439909
,179.861768707
,180.314557823
,180.430657596
,180.778956916
,181.080816327
,181.254965986
,181.672925170
,182.288253968
,182.474013605
,182.880362812
,183.495691610
,183.669841270
,184.099410431
,184.714739229
,184.888888889
,185.167528345
,185.318458050
,185.608707483
,185.922176871
,186.026666667
,186.514285714
,187.141224490
,187.733333333
,188.035192744
,188.348662132
,188.522811791
,188.627301587
,188.847891156
,189.509659864
,190.775147392
,190.926077098
,191.018956916
,191.378866213
,192.586303855
,192.737233560
,192.876553288
,193.039092971
,193.201632653
,193.352562358
,193.445442177
,193.793741497
,194.095600907
,194.710929705
,195.001179138
,195.163718821
,195.628117914
,196.220226757
,197.439274376
,198.042993197
,198.159092971
,198.646712018
,199.563900227
,199.854149660
,200.016689342
,200.109569161
,200.190839002
,200.469478458
,200.620408163
,200.724897959
,200.945487528
,201.073197279
,202.280634921
,202.895963719
,203.046893424
,203.209433107
,203.499682540
,204.405260771
,204.707120181
,204.869659864
,205.043809524
,205.322448980
,205.496598639
,205.914557823
,207.133605442
,207.423854875
,207.737324263
,208.341043084
,208.654512472
,208.840272109
,208.944761905
,209.095691610
,209.258231293
,209.432380952
,209.548480726
,209.711020408
,209.896780045
,210.163809524
,210.256689342
,210.396009070
,210.651428571
,210.767528345
,210.872018141
,211.022947846
,211.394467120
,211.649886621
,211.974965986
,212.276825397
